fid,id,Trial Name,TrialCode,ComboCode,Treatment,Block,DAS,704ExG_mean,704ExG_variance,704ExR_mean,704ExR_variance,704gNDVI_mean,704gNDVI_variance,704gNDRE_mean,704gNDRE_variance,704NDVI_mean,704NDVI_variance,704THRESH_mean,704THRESH_variance,704HA_mean,704HA_variance,704PLT_,PlotYield,PeakStand,HAYield
103,111,PYT Trial,25107,25107111,5,2,10,1619.058335,1288070.209,1619.058335,1288070.209,0.047861349,0.002329337,-0.036622708,0.000645878,0.238416667,0.002493248,0.008494367,0.008422213,0.863654514,0.117755394,59,2037.997433,0.530019,2359.736908
104,112,PYT Trial,25107,25107112,3,2,10,1850.152402,4086173.855,1850.152402,4086173.855,0.047733198,0.002201194,-0.03636364,0.000579347,0.234979797,0.003758867,0.014244945,0.014042027,0.858569736,0.121427745,75,3938.173941,0.471240597,4586.90049
108,204,PYT Trial,25107,25107204,5,3,10,1259.100336,1573755.647,1259.100336,1573755.647,0.048687374,0.002205787,-0.034998807,0.000603881,0.236701632,0.002637021,0.009459573,0.009370089,0.853413222,0.125099094,71,2665.702824,0.449898338,3123.578068
109,205,PYT Trial,25107,25107205,2,3,10,1294.374374,5558213.808,1294.374374,5558213.808,0.078786535,0.003473156,-0.02296368,0.000888081,0.273068753,0.005708269,0.031028953,0.030066157,0.913339135,0.07915076,76,2740.994865,0.471718051,3001.070206
110,206,PYT Trial,25107,25107206,1,3,10,1336.507791,2465476.909,1336.507791,2465476.909,0.083263514,0.003750297,-0.019749013,0.001024396,0.273641012,0.004602805,0.022543263,0.022035064,0.812117298,0.152582792,68,1823.43389,0.462188894,2245.283894
111,207,PYT Trial,25107,25107207,3,3,10,1830.973937,2519731.31,1830.973937,2519731.31,0.072527685,0.002822101,-0.024184203,0.000580116,0.271705629,0.004109275,0.019998787,0.019598836,0.838378326,0.135500109,70,2319.634146,0.402401164,2766.810728
112,208,PYT Trial,25107,25107208,4,3,10,2387.298932,2355766.883,2387.298932,2355766.883,0.05854203,0.002340638,-0.029588172,0.000450354,0.258155813,0.003290353,0.015766673,0.015518085,0.874946613,0.109415037,53,1785.54878,0.410799268,2040.751691
113,209,PYT Trial,25107,25107209,6,3,10,2421.108276,1403836.55,2421.108276,1403836.55,0.061297396,0.002870496,-0.029411666,0.000730451,0.253395798,0.002826581,0.012102368,0.011955901,0.878134529,0.107014278,59,1467.145379,0.457866345,1670.752408
114,210,PYT Trial,25107,25107210,7,3,10,2647.752757,1936011.477,2647.752757,1936011.477,0.046607352,0.002124339,-0.043276091,0.000517886,0.238348204,0.003064436,0.013259557,0.013083741,0.912175447,0.080111401,51,1599.695122,0.557387381,1753.714295
115,211,PYT Trial,25107,25107211,7,2,10,2217.272075,1433344.145,2217.272075,1433344.145,0.05190143,0.001872444,-0.039021204,0.000582686,0.235952188,0.00200433,0.006328179,0.006288133,0.90410824,0.08669653,61,1675.269576,0.448634142,1852.952448
116,212,PYT Trial,25107,25107212,6,2,10,2250.887652,2803638.279,2250.887652,2803638.279,0.061380784,0.003472929,-0.034107556,0.000674708,0.245868741,0.005151779,0.024711145,0.024100504,0.902723456,0.087813818,81,2312.83697,0.364147333,2562.065885
117,301,PYT Trial,25110,25110301,1,1,10,2097.061932,6312095.606,2097.061932,6312095.606,0.026494767,0.002864069,-0.052354309,0.000494648,0.20041623,0.005355033,0.019667426,0.019280619,0.911347218,0.080793466,56,1782.989409,0.520558021,1956.432602
118,302,PYT Trial,25110,25110302,2,1,10,1948.714142,8237876.989,1948.714142,8237876.989,0.041902455,0.002535113,-0.045893206,0.000424499,0.218064195,0.00582079,0.025232594,0.02459591,0.874466329,0.109774968,49,1480.022465,0.512527956,1692.486509
119,303,PYT Trial,25110,25110303,3,1,10,1832.801739,6080799.384,1832.801739,6080799.384,0.054031014,0.002759402,-0.037783874,0.000507226,0.234954438,0.005645826,0.025920433,0.025248564,0.802109745,0.158729702,44,1611.01733,0.618072001,2008.47495
120,304,PYT Trial,25110,25110304,4,1,10,1837.486194,8073717.025,1837.486194,8073717.025,0.050057772,0.002744338,-0.038408502,0.000554326,0.240913094,0.006264806,0.031008215,0.030046706,0.871585745,0.111924034,57,1064.634146,0.569009031,1221.491003
121,305,PYT Trial,25110,25110305,5,1,10,1782.008275,7683218.097,1782.008275,7683218.097,0.06672957,0.003239063,-0.03285214,0.000547535,0.258172051,0.006617219,0.035492628,0.034232901,0.840221967,0.134249013,67,1594.544288,0.534381915,1897.765531
122,306,PYT Trial,25110,25110306,6,1,10,1680.167859,3828840.148,1680.167859,3828840.148,0.073386021,0.003431484,-0.023814665,0.000764957,0.261515909,0.004951678,0.025213501,0.024577781,0.82259164,0.145934634,50,875.555199,0.445268307,1064.386211
123,307,PYT Trial,25110,25110307,7,1,10,2152.350629,2618835.068,2152.350629,2618835.068,0.060376784,0.003177637,-0.030073971,0.000533683,0.253955477,0.004757549,0.022773213,0.022254594,0.914086141,0.078532668,61,1489.141528,0.480003827,1629.104152
124,308,PYT Trial,25110,25110308,8,1,10,3358.512067,5211616.492,3358.512067,5211616.492,0.051387106,0.002969501,-0.036610716,0.000498265,0.245183205,0.005839507,0.02903681,0.028193674,0.913201545,0.079264483,56,1340.468549,0.507020188,1467.878101
125,309,PYT Trial,25110,25110309,9,1,10,2873.704559,1060532.308,2873.704559,1060532.308,0.060806118,0.002574515,-0.0286001,0.000736519,0.241319754,0.002263614,0.006266893,0.006227619,0.894023657,0.094745358,50,1535.141207,0.303822144,1717.114749
126,310,PYT Trial,25110,25110310,10,1,10,3177.644917,3133113.825,3177.644917,3133113.825,0.052566791,0.002549457,-0.036368485,0.000696659,0.23314331,0.003128703,0.011911453,0.011769571,0.846436259,0.129981918,50,1065.827985,0.590226283,1259.194621
127,311,PYT Trial,25110,25110311,11,1,10,3151.544995,4834863.143,3151.544995,4834863.143,0.069550464,0.002904567,-0.02922839,0.000647209,0.245801418,0.004544598,0.020286699,0.019875149,0.858264383,0.121646632,63,854.7769576,0.441207781,995.9366539
128,312,PYT Trial,25110,25110312,12,1,10,3095.244432,7133590.087,3095.244432,7133590.087,0.076546971,0.003039238,-0.024043681,0.000664395,0.255078055,0.005832737,0.029254874,0.028399026,0.849898944,0.127570729,76,1500.42362,0.355166681,1765.414148
129,401,PYT Trial,25110,25110401,3,2,10,2070.020799,5998787.645,2070.020799,5998787.645,0.022707519,0.002165547,-0.055208438,0.000439725,0.204413277,0.00451841,0.017067132,0.016775845,0.932761652,0.062717353,62,1017.817715,0.456787466,1091.18735
130,402,PYT Trial,25110,25110402,15,2,10,2064.621974,7842827.009,2064.621974,7842827.009,0.04170617,0.002327063,-0.047861487,0.000425904,0.223865165,0.005643157,0.025447898,0.024800302,0.880884772,0.10492679,46,894.4239409,0.448570906,1015.369965
131,403,PYT Trial,25110,25110403,7,2,10,1967.096465,5816674.459,1967.096465,5816674.459,0.055085807,0.002539804,-0.039760944,0.00036706,0.241111108,0.006019117,0.030867298,0.029914508,0.873161281,0.110750658,59,1357.461489,0.538473498,1554.651493
132,404,PYT Trial,25110,25110404,14,2,10,1997.93097,7263510.559,1997.93097,7263510.559,0.064551496,0.002952309,-0.031777049,0.000639218,0.251783347,0.006027587,0.029169059,0.028318225,0.884825582,0.101909271,54,1325.861682,0.534808348,1498.44411
133,405,PYT Trial,25110,25110405,9,2,10,1843.567885,2451709.126,1843.567885,2451709.126,0.056833422,0.002273323,-0.037421514,0.000533162,0.24390593,0.003304102,0.014482354,0.014272616,0.8137677,0.15154983,67,2104.139923,0.368409091,2585.676383
134,406,PYT Trial,25110,25110406,8,2,10,2213.341113,7097753.264,2213.341113,7097753.264,0.063594415,0.002971711,-0.032695391,0.000740516,0.253800703,0.004972339,0.023588669,0.023032244,0.886697173,0.100465296,62,1424.210526,0.442391372,1606.19721
135,407,PYT Trial,25110,25110407,11,2,10,2931.288269,7481376.62,2931.288269,7481376.62,0.056030458,0.003429514,-0.036407826,0.000550652,0.250377378,0.006579642,0.030641168,0.029702287,0.876112227,0.108539592,70,1069.698331,0.543269231,1220.960395
137,409,PYT Trial,25110,25110409,10,2,10,3476.748281,3529570.361,3476.748281,3529570.361,0.05077473,0.00288759,-0.035480497,0.000715771,0.237427429,0.004103826,0.016375402,0.016107248,0.914039326,0.078571436,54,402.0394737,0.474196596,439.8492079
138,410,PYT Trial,25110,25110410,15,1,10,3146.229951,1950747.805,3146.229951,1950747.805,0.052850584,0.002401215,-0.034574064,0.000756231,0.231562548,0.002196164,0.006087861,0.006050799,0.754814939,0.185069347,29,837.1774711,0.452411418,1109.116193
139,411,PYT Trial,25110,25110411,14,1,10,3428.409619,3914639.518,3428.409619,3914639.518,0.051716918,0.002836065,-0.0348072,0.000711543,0.228569042,0.003775132,0.014432328,0.014224036,0.777585909,0.172946063,44,231.2130937,0.355235886,297.3473297
140,412,PYT Trial,25110,25110412,13,1,10,3669.984607,6770798.346,3669.984607,6770798.346,0.053262111,0.003127791,-0.033416743,0.000670523,0.233454204,0.00607791,0.025475117,0.024826135,0.873817525,0.110260458,68,646.2564185,0.326918707,739.5782299
