fid,id,Trial,Row,Column,Combocode,VarietyName,MasonPlot#,Date,DAS,ExG_Mean,ExG_Var,ExR_Mean,ExR_Var,NDVI_Mean,NDVI_Var,gNDVI_Mean,gNDVI_Var,NDRE_mean,NDRE_Var,THRESH_mean,THRESH_Var,HA_Mean,PLTCount,Yield,HACorrectedYield,HACorrected85Yield,Perplantyield,PeakStand
366,4012,2503,21,2,25032102,N22616,2102,6/12/2025,13,7.55086835,53.67468464,1008.692664,1670783.829,0.193137423,0.003175817,0.058269688,0.001704392,-0.029471131,0.000494875,0.053141949,0.050317882,0.976522912,72,2419.80315,2477.978878,2106.282046,33.60837708,0.654670562
367,4013,2503,21,3,25032103,N22622,2103,6/12/2025,13,7.754848252,59.34386687,1066.466495,1222524.105,0.194127944,0.003367471,0.061430872,0.001517429,-0.033283918,0.000385857,0.059740331,0.056171424,0.974283267,74,2295.650567,2356.245503,2002.808678,31.02230495,0.615119993
368,4014,2503,21,4,25032104,N25934,2104,6/12/2025,13,7.306524955,25.21738853,1214.970624,697491.9751,0.183631662,0.001788937,0.055435707,0.001050939,-0.036631688,0.000319575,0.030789459,0.029841468,0.97885681,86,1785.826772,1824.400417,1550.740355,20.76542758,0.579750915
369,4015,2503,21,5,25032105,N25927,2105,6/12/2025,13,7.304975615,14.87391957,1355.185051,647377.7536,0.180239942,0.001277064,0.055191771,0.000890413,-0.036369704,0.000234301,0.020823059,0.020389459,0.967208633,81,1879.459862,1943.17937,1651.702465,23.20320817,0.550820655
370,4016,2503,22,1,25032201,N25929,2201,6/12/2025,13,8.605767651,37.15418813,1056.956362,937465.0353,0.190114606,0.002298025,0.057401373,0.001323283,-0.025448836,0.000303475,0.041217067,0.039518221,0.978308817,87,2347.988021,2400.0479,2040.040715,26.98836806,0.735666093
371,4017,2503,22,2,25032202,N25923,2202,6/12/2025,13,8.304540724,15.72836466,1181.56472,646034.6147,0.182368283,0.001536633,0.052065225,0.001159313,-0.02997863,0.000363617,0.025332749,0.024691001,0.973042432,83,2311.574563,2375.615376,2019.273069,27.85029594,0.598083119
372,4018,2503,22,3,25032203,N25906,2203,6/12/2025,13,8.463178082,13.05489072,1267.137507,418447.7631,0.177938896,0.001127612,0.049965482,0.000837151,-0.03469168,0.000212814,0.018246575,0.017913638,0.964583219,75,1579.20146,1637.185292,1391.607498,21.05601946,0.553374768
373,4019,2503,22,4,25032204,N25903,2204,6/12/2025,13,9.418194273,21.4020419,1299.901778,751170.4497,0.188731684,0.001901271,0.062895506,0.001237672,-0.031447757,0.000325044,0.035758323,0.034479665,0.981808902,92,1777.96884,1810.911304,1539.274609,19.32574826,0.629846019
374,4020,2503,22,5,25032205,N25930,2205,6/12/2025,13,9.74454675,32.88903499,1343.631305,886843.5728,0.193651456,0.002155914,0.06910457,0.001312754,-0.027836919,0.000424874,0.041652965,0.039917996,0.980168784,94,2802.872935,2859.581922,2430.644634,29.81779719,0.711839878
375,4021,2503,23,1,25032301,N25916,2301,6/12/2025,13,8.897019341,8.024598534,815.9805272,407209.798,0.179030147,0.000942722,0.037558614,0.000992912,-0.028122204,0.000243646,0.012766424,0.012603442,0.948907238,67,2006.437728,2114.471939,1797.301148,29.94683176,0.526384685
376,4022,2503,23,2,25032302,N25924,2302,6/12/2025,13,10.23370682,18.54897535,827.389749,694865.4289,0.184662837,0.001549869,0.043248164,0.001265586,-0.029574844,0.000396325,0.026107443,0.025425845,0.986274653,99,2057.606971,2086.241358,1773.305155,20.7839088,0.622306579
377,4023,2503,23,3,25032303,N25914,2303,6/12/2025,13,10.65999178,22.26790352,964.0848762,636593.2421,0.186865096,0.002076805,0.049800903,0.001327078,-0.032115414,0.000307811,0.037255171,0.035867223,0.981006544,84,2662.622863,2714.174416,2307.048254,31.69789123,0.594911136
378,4024,2503,23,4,25032304,N25908,2304,6/12/2025,13,10.59252157,14.45587614,1198.730788,647140.299,0.18457993,0.001513022,0.054796752,0.00126768,-0.031439251,0.000400074,0.0261608,0.025476412,0.978802902,88,2017.113117,2060.796013,1751.676611,22.92173997,0.545506676
379,4025,2503,23,5,25032305,N25921,2305,6/12/2025,13,10.94747364,17.04650841,1166.33262,921191.235,0.185092152,0.001691343,0.053473448,0.001311844,-0.029937729,0.000297907,0.028837464,0.028005865,0.974628634,81,2296.786993,2356.57656,2003.090076,28.35539498,0.682096237
380,4026,2503,24,1,25032401,N25935,2401,6/12/2025,13,10.83856035,23.81605836,464.2237092,610467.2187,0.190222785,0.001532917,0.03866687,0.001091119,-0.025718567,0.000252093,0.029691309,0.028809735,0.984489201,92,1841.146966,1870.154558,1589.631374,20.01246702,0.776123887
381,4027,2503,24,2,25032402,N25905,2402,6/12/2025,13,11.39351852,24.51183724,487.3867632,683664.742,0.190595283,0.001827635,0.039709054,0.001333974,-0.028027879,0.000367569,0.034872891,0.033656772,0.982192655,86,1788.197571,1820.617943,1547.525252,20.79299501,0.676731552
382,4028,2503,24,3,25032403,N25910,2403,6/12/2025,13,11.08300915,18.78698379,450.8293954,539923.164,0.190131056,0.001564444,0.038055001,0.001093428,-0.030503991,0.00028676,0.03068325,0.029741788,0.975776907,75,2232.283465,2287.698601,1944.543811,29.76377953,0.703736072
383,4029,2503,24,4,25032404,N25912,2404,6/12/2025,13,11.65950508,23.76521199,332.7716752,672742.1543,0.191150322,0.00140344,0.035840452,0.000987165,-0.029867032,0.000296551,0.02803431,0.027248387,0.974809063,84,2028.256002,2080.670029,1768.569525,24.14590478,0.714827859
384,4030,2503,24,5,25032405,N25925,2405,6/12/2025,13,11.40023567,21.13939212,239.3887643,774408.1237,0.193431315,0.001543303,0.035091172,0.001212208,-0.027637773,0.000454927,0.029541531,0.028668829,0.982101848,82,1593.944426,1622.993001,1379.544051,19.43834666,0.652616081
385,101,2504,1,1,25040101,B25320,101,6/12/2025,13,3.352628551,3.513491091,1080.177558,312559.0443,0.158442721,0.001103296,0.024499496,0.000975145,-0.036053648,0.00016186,0.011999014,0.011855037,0.950073823,69,2171.529912,2285.643346,1942.796844,31.471448,0.707279171
386,102,2504,1,2,25040102,B25303,102,6/12/2025,13,4.348950627,8.720526188,958.5607101,501516.1828,0.167792276,0.002527031,0.029969846,0.001743208,-0.042046601,0.00018644,0.037234917,0.035848478,0.982939011,96,2077.05531,2113.107006,1796.140955,21.63599281,0.735725403
387,103,2504,1,3,25040103,B25307,103,6/12/2025,13,4.541275103,9.059167897,917.7032854,500027.9729,0.169142717,0.00237416,0.029744656,0.001725983,-0.043886937,0.000200546,0.034822872,0.033610239,0.984378703,92,1703.780848,1730.818478,1471.195706,18.51935704,0.67012895
388,104,2504,1,4,25040104,B25316,104,6/12/2025,13,5.404010519,11.94322959,894.8750986,523415.0672,0.174693409,0.002453019,0.034784538,0.001592157,-0.041306977,0.000208395,0.041392724,0.039679366,0.988171396,100,1832.610908,1854.547617,1576.365475,18.32610908,0.656417805
389,105,2504,2,1,25040201,B25315,201,6/12/2025,13,5.12517816,9.522895279,869.9172839,483555.2022,0.191520928,0.002418654,0.051999695,0.001707327,-0.026702925,0.000143961,0.047719548,0.045442393,0.985054769,97,1849.482187,1877.542494,1595.91112,19.06682667,0.727302515
390,106,2504,2,2,25040202,B25314,202,6/12/2025,13,4.760877904,8.048613039,899.3810333,458388.671,0.187425239,0.002115916,0.048316312,0.001548904,-0.025214945,0.000199673,0.040278387,0.038656038,0.981553717,92,1924.964711,1961.140464,1666.969394,20.92352947,0.648689915
391,107,2504,2,3,25040203,I25210,203,6/12/2025,13,5.157055584,8.498989133,910.5741169,511557.6053,0.186113421,0.002090163,0.046620113,0.001450263,-0.027904419,0.000194356,0.035421746,0.034167046,0.977271899,93,1816.954892,1859.211234,1580.329548,19.53714938,0.699735125
392,108,2504,2,4,25040204,B25305,204,6/12/2025,13,6.13955782,18.41355285,750.9550805,647635.9693,0.19283367,0.00281928,0.048982251,0.001625276,-0.031663994,0.000198967,0.050793129,0.048213187,0.982648951,87,2156.110764,2194.182126,1865.054807,24.78288235,0.688996128
393,109,2504,3,1,25040301,B25325,301,6/12/2025,13,5.173086406,10.98467043,1131.079492,535683.4894,0.188762998,0.002241873,0.057298176,0.001491255,-0.024658293,0.000146317,0.040271766,0.038649951,0.942242149,81,1975.74227,2096.851931,1782.324141,24.39187988,0.642113888
394,110,2504,3,2,25040302,B25313,302,6/12/2025,13,5.187113035,9.142129691,1057.99205,1044285.887,0.191841902,0.002395849,0.058453779,0.002049539,-0.021691204,0.000241431,0.045723522,0.043632882,0.97894756,95,1860.425869,1900.434655,1615.369457,19.5834302,0.638914644
395,111,2504,3,3,25040303,B25323,303,6/12/2025,13,5.220532632,8.624635126,1112.082476,1296415.88,0.187381715,0.00202796,0.055206603,0.001896649,-0.025185004,0.000325363,0.035508795,0.03424792,0.95672779,86,2343.570962,2449.569237,2082.133852,27.25082514,0.651238361
396,112,2504,3,4,25040304,B25301,304,6/12/2025,13,6.140320105,14.49713772,932.8789246,1169139.673,0.183234934,0.00290126,0.04595936,0.00211771,-0.034791935,0.000355829,0.051167507,0.048549393,0.98512713,85,2453.363885,2490.40333,2116.84283,28.86310453,0.769950108
397,113,2504,4,1,25040401,B19344,401,6/12/2025,13,4.839431061,6.306783595,1255.947727,481764.6487,0.182205159,0.001378119,0.054381687,0.001052569,-0.030727473,0.000155966,0.023404314,0.022856552,0.942236885,70,2681.214711,2845.584537,2418.746856,38.3030673,0.671545603
398,114,2504,4,2,25040402,B25318,402,6/12/2025,13,5.669105958,14.14148211,866.6526339,881849.0299,0.19665519,0.002869181,0.057749946,0.002000955,-0.026904897,0.000239194,0.05574741,0.052639636,0.968412227,73,2597.561264,2682.288794,2279.945475,35.58303101,0.795646355
399,115,2504,4,3,25040403,B25309,403,6/12/2025,13,4.790751857,6.698314275,957.1799029,806818.9001,0.190646099,0.001551737,0.053963988,0.001529759,-0.028362619,0.000373616,0.03045254,0.029525182,0.909087595,86,2969.209238,3266.142067,2776.220757,34.52568881,0.684705111
400,116,2504,4,4,25040404,B20536,404,6/12/2025,13,5.35769863,11.74290101,920.9661478,559065.6539,0.191588754,0.002327478,0.054401758,0.001740831,-0.032031132,0.000198583,0.043835616,0.041914055,0.951387117,59,3676.189745,3864.031454,3284.426736,62.30830076,0.828190705
401,117,2504,5,1,25040501,B22041,501,6/12/2025,13,6.004741675,13.54699684,1170.112046,572296.5377,0.193121496,0.002475801,0.063566799,0.001652399,-0.029857751,0.000189663,0.047992326,0.045689062,0.949658252,76,2654.526599,2795.244071,2375.957461,34.92798156,0.763022824
402,118,2504,5,2,25040502,B25311,502,6/12/2025,13,4.82892682,5.296085347,1145.065618,575549.8372,0.184377057,0.001317152,0.053645972,0.001133835,-0.031115799,0.000277024,0.023891066,0.023320282,0.979621967,90,2944.436336,3005.686309,2554.833363,32.71595929,0.816697163
403,119,2504,5,3,25040503,B25321,503,6/12/2025,13,5.312361336,9.176417632,1152.126626,749471.7418,0.186895945,0.001873494,0.055979876,0.001343625,-0.033717727,0.000402421,0.035224191,0.033983448,0.952371405,75,3371.186432,3539.78124,3008.814054,44.94915242,0.829087831
404,120,2504,5,4,25040504,B25322,504,6/12/2025,13,4.943895022,7.052765444,1162.15911,441971.5806,0.184650078,0.001917099,0.054239821,0.001334575,-0.038878122,0.000207963,0.038298222,0.036831468,0.990467511,104,3003.202516,3032.106033,2577.290128,28.87694727,0.813851868
405,121,2504,6,1,25040601,B25317,601,6/12/2025,13,5.919958363,11.57859306,1281.234356,505809.4403,0.192820049,0.002440768,0.065996159,0.0017106,-0.02593235,0.000298899,0.049197392,0.046777009,0.962031316,87,2833.118974,2944.934254,2503.194116,32.56458591,0.784071667
406,122,2504,6,2,25040602,B25319,602,6/12/2025,13,4.940892906,6.443123717,1038.062673,583919.9696,0.188821063,0.001791703,0.05481235,0.00139249,-0.021802994,0.000225021,0.033360723,0.032247785,0.969248997,92,2771.520069,2859.451056,2430.533397,30.12521814,0.734479934
407,123,2504,6,3,25040603,B25308,603,6/12/2025,13,5.430458132,11.57215867,1032.960154,810040.3615,0.188994559,0.001471291,0.053955346,0.001132497,-0.02341422,0.000292109,0.027811267,0.0270378,0.941271895,83,2799.471481,2974.136904,2528.016368,33.72857206,0.849511116
408,124,2504,6,4,25040604,B25310,604,6/12/2025,13,4.807779756,8.410140818,1088.413308,465002.6246,0.185531356,0.001358154,0.052259935,0.001078919,-0.029042871,0.000223786,0.024517189,0.023916097,0.967520277,88,2460.847513,2543.458335,2161.939585,27.96417628,0.749303849
409,125,2504,7,1,25040701,I25209,701,6/12/2025,13,5.16205631,6.013916324,1367.115612,455186.1435,0.184728841,0.001611131,0.060376229,0.001428622,-0.028021434,0.000207004,0.028072962,0.027284871,0.894614053,70,2377.004753,2657.017008,2258.464456,33.95721076,0.640202103
410,126,2504,7,2,25040702,B25327,702,6/12/2025,13,4.98912716,5.017081135,1194.957084,572001.159,0.18569149,0.001801061,0.056303414,0.001494768,-0.02478897,0.00018137,0.032344644,0.031298468,0.9861668,86,2831.153255,2870.866525,2440.236546,32.92038669,0.756020971
411,127,2504,7,3,25040703,B25302,703,6/12/2025,13,5.021883816,7.016611838,1186.594577,638363.2267,0.186437739,0.001802275,0.05626124,0.001365803,-0.026598159,0.000232167,0.032401194,0.031351357,0.938287131,87,3064.2174,3265.756611,2775.893119,35.22088965,0.758315583
412,128,2504,7,4,25040704,B25312,704,6/12/2025,13,4.320959921,7.587804662,1163.44707,451092.2077,0.18726723,0.001383322,0.056687365,0.001126141,-0.029498287,0.000294504,0.026271813,0.025581605,0.971764491,100,3155.686576,3247.377944,2760.271252,31.55686576,0.766567458
413,129,2504,8,1,25040801,B25304,801,6/12/2025,13,5.486347328,7.274873172,1118.965787,495816.9237,0.191850607,0.002141196,0.060069427,0.0017116,-0.027747343,0.00019986,0.043135322,0.041274666,0.958899116,88,2916.828188,3041.850951,2585.573308,33.14577486,0.79527516
414,130,2504,8,2,25040802,B25306,802,6/12/2025,13,4.87187072,7.644059469,998.3520789,707858.3469,0.188539363,0.002009988,0.053100283,0.001490172,-0.026984157,0.000192502,0.037496576,0.036090583,0.980607651,98,2421.871111,2469.765668,2099.300818,24.71297052,0.78520521
415,131,2504,8,3,25040803,B25324,803,6/12/2025,13,5.158866219,12.24985395,1029.73303,810763.8459,0.189741793,0.002361826,0.055535317,0.001580426,-0.028105864,0.000216514,0.041763659,0.040019456,0.942893077,79,2439.315561,2587.054269,2198.996129,30.87741216,0.735482814
416,132,2504,8,4,25040804,B25326,804,6/12/2025,13,4.974433453,12.30419934,1067.960677,599599.481,0.190561134,0.00242834,0.057423295,0.001486193,-0.031489968,0.000361904,0.045625188,0.043543531,0.982594591,89,2366.223305,2408.137932,2046.917242,26.58677871,0.795221191
417,133,2504,9,1,25040901,B25325,901,6/12/2025,13,6.077013666,12.30174014,1191.736981,570642.8698,0.185032545,0.002395349,0.05536727,0.00164034,-0.030237456,0.000175431,0.044395147,0.042424218,0.936610349,81,2075.57029,2216.044583,1883.637896,25.62432457,0.648312029
418,134,2504,9,2,25040902,B25319,902,6/12/2025,13,5.266222916,6.801040334,1124.895127,1077712.812,0.18194149,0.001760561,0.050172641,0.001416586,-0.027132874,0.000152964,0.027939847,0.027159212,0.967794849,81,2673.669819,2762.641092,2348.244928,33.00826938,0.707241153
419,135,2504,9,3,25040903,B25316,903,6/12/2025,13,5.253672843,9.229888659,1196.333077,1591874.832,0.186484814,0.002274321,0.056393745,0.00163701,-0.027326742,0.000196643,0.037221796,0.035836334,0.967102265,83,2445.130377,2528.305914,2149.060027,29.45940214,0.725899831
420,136,2504,9,4,25040904,B25305,904,6/12/2025,13,5.479271133,16.23082802,1150.740715,919265.9076,0.188303916,0.00249798,0.057042505,0.001443454,-0.03127899,0.000258149,0.045869297,0.043765305,0.986347563,81,2494.952564,2529.486215,2150.063283,30.8018835,0.849157587
421,137,2504,10,1,25041001,B25324,1001,6/12/2025,13,5.906098397,15.72970517,1162.65826,635529.8217,0.192251467,0.002430037,0.061538109,0.001672814,-0.029525768,0.000183073,0.044511443,0.042530174,0.964057886,79,2230.323411,2313.474577,1966.45339,28.23194191,0.760804871
422,138,2504,10,2,25041002,B25307,1002,6/12/2025,13,4.915819472,8.126966745,939.3181156,1052979.541,0.19319888,0.002105651,0.05633817,0.001571422,-0.029005347,0.000204237,0.038911572,0.037397462,0.961849037,84,2551.981947,2653.204245,2255.223608,30.38073747,0.8071292
423,139,2504,10,3,25041003,B25317,1003,6/12/2025,13,5.286630488,8.59152602,951.7829307,1197422.339,0.195706383,0.002171132,0.058930233,0.001557899,-0.030450574,0.000240348,0.042262786,0.040476643,0.951079923,92,2665.237565,2802.327648,2381.978501,28.96997353,0.767342146
424,140,2504,10,4,25041004,B19344,1004,6/12/2025,13,4.621894091,11.25226371,1035.916105,621700.1704,0.187670505,0.001680847,0.052926803,0.001187386,-0.033197634,0.000214145,0.027340219,0.026592731,0.947089272,73,2786.006818,2941.651753,2500.40399,38.16447696,0.712471321
425,141,2504,11,1,25041101,B25320,1101,6/12/2025,13,5.349405512,3.657215553,1372.147975,314437.6947,0.179735705,0.000744467,0.055474054,0.000877032,-0.030046605,0.000179011,0.011451427,0.011320292,0.874036271,58,2588.638972,2961.706577,2517.45059,44.63170641,0.594526684
426,142,2504,11,2,25041102,B25322,1102,6/12/2025,13,5.561472715,8.362701491,1120.395085,908093.5197,0.190452281,0.002028649,0.059445299,0.001464157,-0.027191932,0.000230823,0.038708087,0.037209771,0.980460776,93,2281.284809,2326.747653,1977.735505,24.52994418,0.721087692
427,143,2504,11,3,25041103,B25304,1103,6/12/2025,13,5.080355185,7.759493494,1127.076167,1185992.073,0.192734237,0.002449579,0.062063525,0.001785952,-0.027828571,0.000335801,0.047138785,0.04491672,0.923013833,79,3249.565057,3520.602768,2992.512353,41.13373489,0.773220089
428,144,2504,11,4,25041104,B25314,1104,6/12/2025,13,4.656464076,8.871159372,1123.271234,838724.3649,0.191397746,0.002178418,0.060256326,0.001596748,-0.028403877,0.000290002,0.041678084,0.039941021,0.98487058,97,2797.206405,2840.176631,2414.150136,28.83717943,0.799885337
429,145,2504,12,1,25041201,B25309,1201,6/12/2025,13,6.18203232,10.2466232,1226.776691,484846.1443,0.189916563,0.001800002,0.06142922,0.001366024,-0.024678327,0.000235029,0.033470282,0.032350022,0.894622676,80,2840.244575,3174.796091,2698.576678,35.50305718,0.691778391
430,146,2504,12,2,25041202,B25326,1202,6/12/2025,13,5.571142834,10.48041011,1074.320399,935632.9826,0.189698125,0.002212642,0.056683908,0.001536911,-0.026785783,0.000285851,0.038057923,0.036609517,0.968739177,82,1446.465239,1493.142089,1269.170776,17.63981999,0.57186486
431,147,2504,12,3,25041203,B25323,1203,6/12/2025,13,5.136110883,7.008975403,1130.935969,1090506.805,0.18792603,0.001949051,0.056303746,0.001601301,-0.029529935,0.000354509,0.031774728,0.030765095,0.941925958,90,2094.636067,2223.779957,1890.212963,23.27373408,0.606530523
432,148,2504,12,4,25041204,I25209,1204,6/12/2025,13,4.461652241,5.282658955,1138.277687,554453.9473,0.184616527,0.001487388,0.052730854,0.001388884,-0.032908627,0.000207866,0.024433001,0.023836029,0.922698358,67,2548.941041,2762.485724,2348.112866,38.04389613,0.767493309
433,149,2504,13,1,25041301,B25313,1301,6/12/2025,13,6.395852168,8.10633495,702.1675897,436449.7582,0.1773917,0.002127041,0.032806046,0.001652042,-0.034548011,0.000272901,0.03728665,0.035896355,0.968557471,101,1714.339255,1769.992288,1504.493445,16.97365599,0.581416944
434,150,2504,13,2,25041302,B25303,1302,6/12/2025,13,5.658843183,8.101145028,295.6040752,544702.3973,0.152919061,0.002324469,-0.004679005,0.001849771,-0.048266772,0.000289333,0.031494769,0.030502849,0.989008786,105,2465.969488,2493.374704,2119.368498,23.4854237,0.697190597
435,151,2504,13,3,25041303,B22041,1303,6/12/2025,13,5.495002054,11.91208648,190.3017826,611710.7953,0.145178076,0.002389425,-0.015715244,0.001730261,-0.054431623,0.000310638,0.029741202,0.028856663,0.95317427,90,1975.74227,2072.802772,1761.882356,21.95269189,0.623316429
