fid,id,Trial,Row,Column,Combocode,VarietyName,MasonPlot#,Date,DAS,ExG_Mean,ExG_Var,ExR_Mean,ExR_Var,NDVI_Mean,NDVI_Var,gNDVI_Mean,gNDVI_Var,NDRE_mean,NDRE_Var,THRESH_mean,THRESH_Var,HA_Mean,PLTCount,Yield,HACorrectedYield,HACorrected85Yield,Perplantyield,PeakStand
269,1005,2503,1,5,25030105,N25934,105,6/12/2025,13,4.317362481,13.18524972,950.4694497,651994.0915,0.163732323,0.001616667,0.025875368,0.001027631,-0.032556601,0.000228963,0.020764848,0.020333669,0.982156202,91,2370.328356,2413.392444,2051.383578,26.04756435,0.738447673
270,1006,2503,2,1,25030201,N22616,201,6/12/2025,13,7.24778858,45.71617168,1007.235668,969137.5579,0.196191774,0.00268844,0.061679951,0.001521634,-0.026354777,0.000212041,0.047596878,0.045331415,0.968906062,68,2470.349842,2549.627811,2167.183639,36.32867414,0.78740308
271,1007,2503,2,2,25030202,N25921,202,6/12/2025,13,6.676626862,15.82879419,1035.195147,599002.8889,0.187291133,0.001732222,0.052762843,0.001246989,-0.031311925,0.00027912,0.03015447,0.029245178,0.960629921,76,2584.33479,2690.25015,2286.712627,34.00440513,0.757169389
272,1008,2503,2,3,25030203,N25930,203,6/12/2025,13,6.404004711,25.5238813,896.6782921,681659.2191,0.191076816,0.002062058,0.052643419,0.001123529,-0.03195772,0.000210539,0.039280138,0.037737209,0.981846681,93,2266.602218,2308.509324,1962.232926,24.37206686,0.713639214
273,1009,2503,2,4,25030204,I21920,204,6/12/2025,13,5.408170535,17.00886329,880.2982495,790378.3275,0.190990081,0.00181663,0.051961002,0.001235874,-0.030058784,0.00028314,0.034030194,0.03287214,0.968597361,92,1701.199995,1756.354151,1492.901028,18.4913043,0.628201627
274,1010,2503,2,5,25030205,N25917,205,6/12/2025,13,4.511112329,9.257851085,921.8267354,752065.9688,0.184542745,0.001210756,0.046168797,0.001073012,-0.029685495,0.000259169,0.020635225,0.020209413,0.959811909,80,2564.073003,2671.432787,2270.717869,32.05091253,0.653180294
275,1011,2503,3,1,25030301,N25904,301,6/12/2025,13,7.224913684,14.87855287,1108.301299,548798.2191,0.187249148,0.001703673,0.055169698,0.001190285,-0.028457746,0.00027204,0.031923056,0.030903974,0.982557186,92,1429.586998,1454.965695,1236.72084,15.53898911,0.532319184
276,1012,2503,3,2,25030302,N25908,302,6/12/2025,13,6.634007343,10.27286619,1162.749153,455382.0753,0.186823682,0.001307287,0.056047051,0.001192992,-0.02947345,0.000407671,0.023343745,0.022798814,0.959792217,86,2520.403543,2625.988728,2232.090418,29.30701795,0.57485733
277,1013,2503,3,3,25030303,N25902,303,6/12/2025,13,6.503917379,15.88640806,1057.265001,550133.8884,0.185883181,0.001525612,0.052145453,0.001043852,-0.031765754,0.000271483,0.029887136,0.028993895,0.961430498,69,2578.283441,2681.715886,2279.458503,37.36642667,0.634303942
278,1014,2503,3,4,25030304,N25919,304,6/12/2025,13,5.995260664,16.12843273,1059.723458,851280.91,0.186678874,0.001748388,0.052897235,0.001206433,-0.030273504,0.000291385,0.034161576,0.032994563,0.960265383,87,2978.95506,3102.220607,2636.887516,34.24086276,0.694360235
279,1015,2503,3,5,25030305,N25923,305,6/12/2025,13,4.772719803,7.831225114,1186.407548,684810.3253,0.179859803,0.001134121,0.049329985,0.000976824,-0.029625746,0.000249924,0.019665845,0.0192791,0.98272028,84,2152.272662,2190.117275,1861.599684,25.62229359,0.599542085
280,1016,2503,4,1,25030401,N25910,401,6/12/2025,13,6.203896531,14.11469847,1185.587066,586279.6563,0.185336186,0.00170544,0.055759899,0.001290161,-0.027114635,0.000238746,0.029895325,0.029001595,0.963309274,75,2179.634242,2262.65261,1923.254718,29.0617899,0.604133719
281,1017,2503,4,2,25030402,N25915,402,6/12/2025,13,6.580315565,19.43009409,1119.428478,737409.634,0.18675828,0.002041098,0.05452228,0.001363813,-0.029296315,0.000312628,0.036322796,0.035003451,0.959934378,81,3100.046812,3229.43618,2745.020753,38.27218286,0.705903233
282,1018,2503,4,3,25030403,N25909,403,6/12/2025,13,5.88314108,13.16789316,1179.919884,554070.6125,0.18341742,0.001619422,0.053243568,0.001042027,-0.033276687,0.00025067,0.031345042,0.03036253,0.978602803,80,2871.260995,2934.041253,2493.935065,35.89076244,0.698236322
283,1019,2503,4,4,25030404,N25911,404,6/12/2025,13,5.590525508,15.94266545,1263.976185,924160.5058,0.182111133,0.001792071,0.054500157,0.001139488,-0.034829352,0.000429234,0.031398981,0.030413085,0.956746806,77,2340.840695,2446.666852,2079.666824,30.40052851,0.617760934
284,1020,2503,4,5,25030405,N18103,405,6/12/2025,13,5.773094736,16.57858717,1264.049152,988264.734,0.188143544,0.002614625,0.060449647,0.00146155,-0.032215864,0.000358084,0.04713491,0.04491321,0.976743762,78,2215.326051,2268.072894,1927.86196,28.40161604,0.841344841
285,1021,2503,5,1,25030501,N22622,501,6/12/2025,13,7.795053681,60.93825007,1157.303873,1201690.675,0.195918486,0.003894647,0.066338484,0.001938431,-0.024860749,0.000224573,0.070935583,0.065903726,0.964857278,59,2443.410841,2532.406498,2152.545523,41.41374307,0.712510221
286,1022,2503,5,2,25030502,N25914,502,6/12/2025,13,5.837301044,15.69494921,1417.651295,695461.4672,0.185404768,0.001762108,0.062408986,0.001316003,-0.02796714,0.000280945,0.030983755,0.030023762,0.950243316,79,3426.900615,3606.340143,3065.389121,43.37848879,0.725472523
287,1023,2503,5,3,25030503,N25922,503,6/12/2025,13,6.726383562,25.99935322,1272.443836,726550.2198,0.188955079,0.00243479,0.062250058,0.001400248,-0.031933237,0.000223093,0.045205479,0.043161944,0.982537686,83,3418.603034,3479.360723,2957.456615,41.18798837,0.872396189
288,1024,2503,5,4,25030504,N25935,504,6/12/2025,13,5.887938831,12.50806495,1269.217419,569280.9374,0.181804017,0.00130993,0.05489838,0.001016276,-0.034702738,0.000320906,0.022856203,0.022333797,0.950644285,81,2421.344776,2547.056574,2164.998088,29.89314539,0.769585883
289,1025,2503,5,5,25030505,N25920,505,6/12/2025,13,6.239697501,16.60968671,1223.199178,691108.4407,0.187848445,0.001883838,0.059334189,0.001145839,-0.032366833,0.0002731,0.035099737,0.033867745,0.975996063,80,2918.691425,2990.474588,2541.9034,36.48364281,0.837310254
290,1026,2503,6,1,25030601,N25913,601,6/12/2025,13,5.240320061,9.234603707,1361.875735,405784.8983,0.181506598,0.000864715,0.057592462,0.000881844,-0.026256055,0.000194074,0.011180226,0.011055229,0.918832708,57,3513.022206,3823.353454,3249.850436,61.63196852,0.775641726
291,1027,2503,6,2,25030602,N25912,602,6/12/2025,13,5.987969307,24.98749571,1327.041836,812547.9644,0.190241202,0.001929279,0.065151602,0.001410411,-0.027547589,0.000302446,0.033707865,0.032571645,0.964620965,69,2962.759843,3071.423855,2610.710277,42.93854844,0.767336464
292,1028,2503,6,3,25030603,N25933,603,6/12/2025,13,5.883745138,22.2898322,1330.61322,684917.9004,0.187333846,0.001956746,0.062190699,0.001178398,-0.03247056,0.000227607,0.03566537,0.034393351,0.970800525,77,2806.415882,2890.826499,2457.202524,36.44695951,0.786535573
293,1029,2503,6,4,25030604,N25903,604,6/12/2025,13,5.759352577,12.40560966,1432.754883,666690.4088,0.182454437,0.001638376,0.060318987,0.001156826,-0.034144512,0.000441047,0.027058115,0.026325973,0.966735929,89,2142.008114,2215.711706,1883.35495,24.0675069,0.632903789
294,1030,2503,6,5,25030605,I22001,605,6/12/2025,13,5.856751575,15.12990443,1440.885133,716418.9986,0.184002016,0.001826861,0.06142321,0.001209963,-0.031909605,0.000452947,0.031607779,0.030608727,0.964367083,76,2308.167275,2393.452987,2034.435039,30.37062204,0.669443155
295,2001,2503,7,1,25030701,N25918,701,6/12/2025,13,5.043218668,7.902656687,1298.544731,471016.2247,0.178919828,0.001262527,0.052710438,0.001141463,-0.033970525,0.000277449,0.018131025,0.017802291,0.958754807,79,2743.31304,2861.329111,2432.129745,34.72548152,0.689778335
296,2002,2503,7,2,25030702,N25905,702,6/12/2025,13,6.075618975,19.06968164,1298.761952,769630.7274,0.184806779,0.002107403,0.057993055,0.001506349,-0.036580063,0.000403098,0.035632121,0.034362473,0.946341997,79,1879.913338,1986.505242,1688.529456,23.79637136,0.622884243
297,2003,2503,7,3,25030703,N25932,703,6/12/2025,13,4.917068493,11.72147853,1445.337808,415736.2858,0.175296682,0.000825687,0.052767231,0.000918101,-0.039044881,0.000306006,0.01,0.0099,0.872616921,43,2989.774942,3426.217014,2912.284462,69.52964982,0.516121987
298,2004,2503,7,4,25030704,N25916,704,6/12/2025,13,5.092122574,4.828784564,1457.912411,394272.7118,0.175239044,0.000693545,0.053749361,0.000866972,-0.036652145,0.000411405,0.009511019,0.009420559,0.864524478,49,2478.087862,2866.417234,2436.454649,50.57322168,0.622253122
299,2005,2503,7,5,25030705,N25928,705,6/12/2025,13,6.202788201,19.71396445,1374.062781,835133.2877,0.185171504,0.001763855,0.061242215,0.001182323,-0.032710598,0.000471796,0.032620306,0.031556222,0.98457949,101,2530.647206,2570.282268,2184.739928,25.05591293,0.797317966
300,2006,2503,8,1,25030801,N25929,801,6/12/2025,13,6.342756184,31.13397682,1125.671734,840928.962,0.191338516,0.001997729,0.060296029,0.001152177,-0.026133485,0.000290711,0.038376202,0.036903469,0.964677578,72,2925.105051,3032.210054,2577.378546,40.62645904,0.872385166
301,2007,2503,8,2,25030802,N25925,802,6/12/2025,13,5.985786663,20.04676498,1172.21372,750119.7786,0.190513047,0.001731383,0.060232483,0.001199167,-0.028594933,0.000393174,0.033273997,0.032166838,0.951882769,79,2915.769085,3063.159855,2603.685877,36.90846943,0.657905499
302,2008,2503,8,3,25030803,N25927,803,6/12/2025,13,5.512772022,11.0383585,1215.795593,423782.6734,0.184181504,0.001156893,0.054770805,0.00097591,-0.033186274,0.000260217,0.02030916,0.019896698,0.954102186,67,2788.666507,2922.817439,2484.394823,41.62188816,0.591810028
303,2009,2503,8,4,25030804,N25926,804,6/12/2025,13,5.585830913,13.20915544,1161.920487,688931.0391,0.183433264,0.001246531,0.052876438,0.001170911,-0.033707667,0.000347901,0.022190565,0.021698144,0.93806842,78,2404.685039,2563.443122,2178.926654,30.82929538,0.677389455
304,2010,2503,8,5,25030805,N25924,805,6/12/2025,13,5.503082445,11.81877697,1191.207639,713998.8661,0.182003922,0.001147989,0.052000443,0.0011526,-0.031942447,0.000318493,0.018686467,0.018337283,0.956311741,72,2745.255377,2870.669949,2440.069456,38.12854691,0.661460751
305,2011,2503,9,1,25030901,N25905,901,6/12/2025,13,5.625832078,16.08328285,1284.662468,596163.4811,0.188314469,0.001702694,0.062041856,0.001226839,-0.025229514,0.00023393,0.031009451,0.030047865,0.977964495,77,2201.932303,2251.546261,1913.814322,28.59652341,0.641038947
306,2012,2503,9,2,25030902,N25919,902,6/12/2025,13,6.418155414,24.83635276,1297.751096,789847.29,0.189800649,0.001988331,0.063443015,0.001231091,-0.027764996,0.000337636,0.038168566,0.036711727,0.935824296,74,3015.055646,3221.81809,2738.545377,40.74399522,0.691196511
307,2013,2503,9,3,25030903,I22001,903,6/12/2025,13,5.692071667,12.30291177,1332.432847,459339.0999,0.181563277,0.001442774,0.05607954,0.001018738,-0.033810588,0.000253821,0.025039724,0.024412736,0.962854956,76,2185.659929,2269.978376,1929.48162,28.75868328,0.604601712
308,2014,2503,9,4,25030904,N25929,904,6/12/2025,13,6.12648243,24.13710674,1240.368442,730267.4265,0.179350664,0.001792417,0.050881958,0.001134377,-0.037001058,0.000367699,0.031360412,0.030376936,0.922755855,80,2563.698819,2778.306747,2361.560735,32.04623524,0.724832765
309,2015,2503,9,5,25030905,I21920,905,6/12/2025,13,6.181081229,14.49539056,1240.829611,667712.6212,0.179152861,0.001956246,0.050735494,0.001291307,-0.035253838,0.00032552,0.033904804,0.032755268,0.955272847,91,1689.182351,1768.27213,1503.03131,18.56244341,0.628437491
310,2016,2503,10,1,25031001,N25904,1001,6/12/2025,13,5.931861147,16.34125698,1309.636412,691850.0239,0.189883354,0.001750712,0.064341471,0.001213822,-0.028259023,0.000263457,0.033644757,0.032512788,0.987460129,95,2354.093864,2383.988775,2026.390459,24.77993541,0.691734251
311,2017,2503,10,2,25031002,N22622,1002,6/12/2025,13,7.398115688,48.80809023,1297.408069,1150867.547,0.198360564,0.003324597,0.072309416,0.001693327,-0.030325113,0.000293508,0.061267528,0.057513818,0.958842186,75,2940.770573,3067.001657,2606.951409,39.21027431,0.813203321
312,2018,2503,10,3,25031003,N25924,1003,6/12/2025,13,5.622907248,13.68287298,1470.422973,506956.6092,0.183848882,0.001253469,0.062454663,0.000965928,-0.034983988,0.000225577,0.022934649,0.02240865,0.962796209,85,2753.53104,2859.931329,2430.941629,32.39448282,0.728603019
313,2019,2503,10,4,25031004,N25903,1004,6/12/2025,13,6.088239323,14.29123034,1351.650336,631531.018,0.183676447,0.001804833,0.059043471,0.0012292,-0.034738709,0.000318955,0.03199737,0.030973538,0.947490249,85,2536.193754,2676.749187,2275.236809,29.83757357,0.738331285
314,2020,2503,10,5,25031005,N25910,1005,6/12/2025,13,5.78894734,12.02989921,1361.501611,670249.6544,0.182890639,0.001483454,0.057558678,0.001101882,-0.032417412,0.000287291,0.026439805,0.025740742,0.973845369,85,2639.97465,2710.876628,2304.245134,31.05852529,0.710631211
315,2021,2503,11,1,25031101,N25935,1101,6/12/2025,13,6.516710497,11.79738677,1385.209736,494273.3961,0.193832232,0.001322074,0.070725726,0.001131541,-0.024163633,0.00023463,0.025421872,0.0247756,0.986056939,92,2480.200787,2515.27137,2137.980665,26.95870421,0.743689904
316,2022,2503,11,2,25031102,N25927,1102,6/12/2025,13,6.2881992,8.0815443,1453.740689,475515.3625,0.189166108,0.000956556,0.067288947,0.000992476,-0.028088178,0.000308826,0.015257766,0.015024966,0.934728323,77,2484.912618,2658.432997,2259.668047,32.27159244,0.614785886
317,2023,2503,11,3,25031103,N25911,1103,6/12/2025,13,6.638008058,20.81318854,1418.144254,604026.0411,0.191067414,0.001573832,0.068787681,0.000987101,-0.031497021,0.000265292,0.029983282,0.029084285,0.97772796,80,2290.812848,2342.996151,1991.546729,28.6351606,0.643791919
318,2024,2503,11,4,25031104,N25901,1104,6/12/2025,13,6.094670829,14.2875376,1429.485995,577428.5556,0.185148081,0.001419516,0.063524735,0.001062171,-0.032890818,0.00033948,0.024865812,0.024247504,0.930849707,72,2234.0773,2400.040827,2040.034703,31.02885139,0.681520315
319,2025,2503,11,5,25031105,N25908,1105,6/12/2025,13,5.882999123,7.916701985,1465.433734,508661.7861,0.182865694,0.001044526,0.061784403,0.000956775,-0.031196889,0.000305883,0.018299364,0.017964498,0.958952299,91,2788.285385,2907.637207,2471.491626,30.64049874,0.638222926
320,2026,2503,12,1,25031201,N25926,1201,6/12/2025,13,7.492112182,17.49002323,1346.799129,568958.5823,0.19192005,0.00126754,0.067574601,0.00103242,-0.01859919,0.000352055,0.023334794,0.022790281,0.970872371,74,1883.738429,1940.253411,1649.2154,25.45592472,0.640131992
321,2027,2503,12,2,25031202,N25928,1202,6/12/2025,13,8.061739893,25.02927682,1401.610305,732683.6029,0.19505736,0.001618905,0.071924044,0.001258054,-0.021142403,0.000476905,0.031198641,0.030225286,0.960937642,82,2332.899558,2427.732514,2063.572637,28.44999461,0.632018106
322,2028,2503,12,3,25031203,N25933,1203,6/12/2025,13,7.60678681,19.38030341,1355.538021,509071.0877,0.189177653,0.001461093,0.064672623,0.001058367,-0.026452198,0.000325807,0.027443032,0.026689912,0.948529144,74,1784.777415,1881.626334,1599.382384,24.11861372,0.579149737
323,2029,2503,12,4,25031204,N25923,1204,6/12/2025,13,6.816075585,11.57942664,1346.527033,561502.7753,0.184643807,0.001225069,0.059586248,0.0010151,-0.027885617,0.000342687,0.022127893,0.021638249,0.940745466,75,1842.915978,1958.995334,1665.146034,24.57221305,0.508793456
324,2030,2503,12,5,25031205,N25914,1205,6/12/2025,13,6.916675797,15.20254541,1334.219776,675819.4516,0.189299846,0.001650797,0.063840557,0.001140349,-0.02505126,0.000311789,0.030486469,0.029557044,0.973059677,89,2606.871519,2679.04588,2277.188998,29.29069123,0.663653741
325,3001,2503,13,1,25031301,N25932,1301,6/12/2025,13,7.788377764,6.353747496,1221.670829,383626.8974,0.163739828,0.000617628,0.034571392,0.000932137,-0.028303459,0.000266673,0.00482205,0.004798798,0.717134161,33,2327.237181,3245.1908,2758.41218,70.52233881,0.482676714
326,3002,2503,13,2,25031302,N25930,1302,6/12/2025,13,8.545671233,26.45081825,1304.589079,896747.2379,0.185182395,0.002099354,0.058502185,0.001476578,-0.026064428,0.000355824,0.036164384,0.034856521,0.968958478,78,2151.929134,2220.868266,1887.738026,27.58883505,0.633053527
327,3003,2503,13,3,25031303,N25907,1303,6/12/2025,13,7.252328767,15.40970006,1222.267748,559296.7327,0.181407848,0.001252159,0.052651704,0.000964828,-0.02947911,0.000238704,0.022383562,0.021882538,0.980641986,90,1398.171692,1425.771802,1211.906032,15.53524102,0.58946192
328,3004,2503,13,4,25031304,N18103,1304,6/12/2025,13,7.22888694,19.20663965,968.654354,817907.3845,0.194112625,0.002423322,0.05873139,0.001589067,-0.027399312,0.000347273,0.048309311,0.045975522,0.964091067,77,1857.259843,1926.436109,1637.470692,24.1202577,0.659594222
329,3005,2503,13,5,25031305,N25922,1305,6/12/2025,13,6.983266234,21.69032333,912.8617861,913221.6595,0.192897883,0.002148938,0.054995094,0.001443254,-0.027341999,0.000320379,0.040013146,0.038412094,0.983758954,90,2709.560568,2754.293168,2341.149193,30.10622853,0.737396909
330,3006,2503,14,1,25031401,N25918,1401,6/12/2025,13,6.984992469,15.84416749,1283.921271,562040.0292,0.17629786,0.001561553,0.049470668,0.001215611,-0.02742677,0.000267415,0.024072299,0.023492823,0.982610598,104,3141.778087,3197.37859,2717.771801,30.20940468,0.691717414
331,3007,2503,14,2,25031402,N25912,1402,6/12/2025,13,7.246014354,25.62372062,1324.995825,776837.652,0.180542896,0.002105852,0.054708327,0.001352427,-0.029047932,0.000373898,0.03536405,0.034113434,0.968305174,79,2802.916555,2894.662374,2460.463018,35.47995639,0.820797729
332,3008,2503,14,3,25031403,N25902,1403,6/12/2025,13,6.720479022,20.48425327,1315.837916,618477.1027,0.1784698,0.001534949,0.052394799,0.001095395,-0.032477469,0.000281905,0.026801129,0.026082829,0.968393423,79,2437.509026,2517.064828,2139.505104,30.85454464,0.63312529
333,3009,2503,14,4,25031404,N25934,1404,6/12/2025,13,6.518042579,16.7699912,1227.706381,746987.5587,0.179312143,0.00174715,0.051048776,0.001311585,-0.03302729,0.000359571,0.0281119,0.027321621,0.984779993,86,2305.640676,2341.274895,1990.083661,26.8097753,0.635114878
334,3010,2503,14,5,25031405,N25921,1405,6/12/2025,13,6.138028323,13.84122155,1185.43229,899990.1497,0.17960896,0.001842876,0.048798039,0.001263176,-0.032857262,0.000319867,0.028816391,0.027986007,0.980459707,87,2851.242702,2908.067186,2471.857108,32.77290462,0.762262399
335,3011,2503,15,1,25031501,N25909,1501,6/12/2025,13,6.118472245,20.49306061,1232.61148,724439.9206,0.183725414,0.002306238,0.056188652,0.001497525,-0.028584549,0.000347175,0.03583758,0.034553248,0.978639255,85,2198.225994,2246.206641,1909.275645,25.86148228,0.567262799
336,3012,2503,15,2,25031502,N25916,1502,6/12/2025,13,5.333570802,8.605905005,1396.820408,563441.9389,0.180075772,0.001459184,0.056860258,0.001426286,-0.030019787,0.000435205,0.0208516,0.020416811,0.962345308,79,2159.802045,2244.310881,1907.664249,27.3392664,0.535376394
337,3013,2503,15,3,25031503,N25913,1503,6/12/2025,13,5.556764013,10.3762502,1407.601156,560208.6352,0.177744002,0.001144484,0.054658035,0.0011737,-0.034165513,0.000332209,0.017040162,0.016749795,0.969870404,78,2860.629105,2949.496234,2507.071799,36.67473212,0.472827864
338,3014,2503,15,4,25031504,N22616,1504,6/12/2025,13,6.971517774,43.05396227,1210.227436,1304791.835,0.1823336,0.00280475,0.05418472,0.001786876,-0.036353985,0.000423521,0.043955743,0.042023636,0.958425983,68,2081.250432,2171.529642,1845.800195,30.606624,0.593669057
339,3015,2503,15,5,25031505,N25906,1505,6/12/2025,13,5.895149141,14.11807036,1227.404793,1026997.835,0.172816814,0.001443768,0.044235813,0.001101204,-0.037215169,0.000334601,0.021912405,0.021432252,0.976360157,80,1846.098425,1890.796559,1607.177076,23.07623031,0.542230098
340,3016,2503,16,1,25031601,N25925,1601,6/12/2025,13,6.221701731,33.35368091,1065.340434,867842.2294,0.187753927,0.002378768,0.054879621,0.001584461,-0.02810145,0.00028952,0.040187377,0.038572351,0.98084389,85,2126.523718,2168.055223,1842.84694,25.01792609,0.570258315
341,3017,2503,16,2,25031602,N25920,1602,6/12/2025,13,6.113361655,25.86540047,1156.610525,910351.4199,0.188519057,0.002600347,0.057919001,0.001801781,-0.028958231,0.000497428,0.040701658,0.039045033,0.977855542,82,2090.669579,2138.014758,1817.312545,25.49597048,0.582947047
342,3018,2503,16,3,25031603,N25917,1603,6/12/2025,13,5.226812031,13.56944054,1285.802301,608357.025,0.182515595,0.001875117,0.055848887,0.001360614,-0.03345794,0.000336058,0.030433353,0.029507164,0.965643568,78,2588.251008,2680.337854,2278.287176,33.18270523,0.652152575
343,3019,2503,16,4,25031604,N25931,1604,6/12/2025,13,6.052265381,29.06076474,1222.615745,987404.3337,0.177736236,0.002210353,0.049668791,0.00134169,-0.037088465,0.00037264,0.03407659,0.032915376,0.963292385,74,2407.926061,2499.68348,2124.730958,32.53954137,0.651666712
344,3020,2503,16,5,25031605,N25915,1605,6/12/2025,13,5.898416091,27.45117912,1308.528341,1222438.478,0.183088096,0.002518986,0.056476673,0.001491633,-0.033964803,0.000375887,0.040310205,0.038685292,0.985873389,83,2512.578044,2548.580854,2166.293726,30.27202463,0.61555052
345,3021,2503,17,1,25031701,N25902,1701,6/12/2025,13,5.754246575,23.55368745,1115.319534,740801.5883,0.176632488,0.002092701,0.044893017,0.001247783,-0.033388781,0.000261018,0.034493151,0.033303373,0.983086064,86,1622.924525,1650.846842,1403.219816,18.8712154,0.489102529
346,3022,2503,17,2,25031702,N18103,1702,6/12/2025,13,6.236553839,34.68300602,1266.785908,1145521.567,0.189905188,0.003493701,0.062473396,0.001984629,-0.032902448,0.00043739,0.059672472,0.056111668,0.974517881,66,1943.548829,1994.369591,1695.214153,29.44770952,0.682343302
347,3023,2503,17,3,25031703,I22001,1703,6/12/2025,13,5.024668348,19.40691258,1426.136932,833389.1087,0.181924719,0.002090714,0.059129882,0.001401553,-0.036077168,0.000270391,0.033302269,0.032193228,0.971109329,76,1471.427237,1515.202453,1287.922085,19.3608847,0.440220205
348,3024,2503,17,4,25031704,N25928,1704,6/12/2025,13,6.154130703,34.42931949,1291.858797,1384334.002,0.183259832,0.002417897,0.057216098,0.001284687,-0.035331429,0.000323564,0.040032881,0.03843025,0.981318801,95,1975.011595,2012.609554,1710.718121,20.78959574,0.614673394
349,3025,2503,17,5,25031705,N25931,1705,6/12/2025,13,5.686688578,28.10728651,1328.197847,1367527.972,0.180394181,0.002070784,0.05471271,0.001255658,-0.033474974,0.000328626,0.032867707,0.031787421,0.9726764,78,1516.158777,1558.749422,1324.937009,19.43793303,0.52449497
350,3026,2503,18,1,25031801,N25917,1801,6/12/2025,13,5.384140993,17.56406271,1045.034442,672105.4573,0.182092214,0.001931296,0.048529891,0.001331963,-0.032827807,0.000234699,0.033466725,0.032346703,0.983651077,85,2506.410841,2548.069025,2165.858671,29.48718637,0.612477504
351,3027,2503,18,2,25031802,N25909,1802,6/12/2025,13,6.036278942,24.85803443,1034.776983,851902.0214,0.182385553,0.002437653,0.047640784,0.001512651,-0.036131645,0.000315127,0.041430333,0.03971386,0.962688199,71,2526.588583,2624.513923,2230.836834,35.58575469,0.658757031
352,3028,2503,18,3,25031803,N25904,1803,6/12/2025,13,5.81457135,24.69341682,1109.604267,747421.4577,0.180546193,0.002361229,0.047762095,0.001377485,-0.03794655,0.000250711,0.039687757,0.038112639,0.981627966,81,1796.001272,1829.615021,1555.172768,22.17285521,0.553120144
353,3029,2503,18,4,25031804,N25907,1804,6/12/2025,13,6.132438724,27.66642548,1150.736618,910845.8042,0.175068263,0.001864654,0.043498813,0.001102666,-0.037602507,0.000285184,0.030480624,0.029551556,0.965224365,76,1547.661273,1603.421266,1362.908076,20.36396412,0.614722154
354,3030,2503,18,5,25031805,N25926,1805,6/12/2025,13,6.128177038,23.24622402,1190.591723,941781.466,0.174593724,0.001882775,0.043584646,0.001223783,-0.035090378,0.000305075,0.02873028,0.027904851,0.97200452,81,1782.63225,1833.975268,1558.878977,22.00780555,0.649929124
355,4001,2503,19,1,25031901,I21920,1901,6/12/2025,13,5.930900323,21.91204259,907.6365883,789812.8112,0.190363305,0.002904383,0.052996032,0.001690528,-0.030618161,0.000239519,0.052030248,0.049323102,0.985181,94,1169.226522,1186.813918,1008.79183,12.43858002,0.47686018
356,4002,2503,19,2,25031902,N25918,1902,6/12/2025,13,5.492257941,12.93946293,1104.246491,688116.166,0.180199754,0.001554986,0.047596627,0.00130891,-0.033803476,0.000349735,0.024637562,0.024030553,0.966480141,82,2187.637795,2263.510342,1923.983791,26.6785097,0.554680259
357,4003,2503,19,3,25031903,N25913,1903,6/12/2025,13,6.147574678,13.50765444,1046.31277,493277.789,0.164298749,0.001217913,0.029646538,0.000887898,-0.040636934,0.000214948,0.017785695,0.017469364,0.931463152,63,2822.233436,3029.892732,2575.408823,44.79735612,0.407078679
358,4004,2503,19,4,25031904,N25911,1904,6/12/2025,13,7.43154607,30.87387923,977.1242392,922821.6428,0.156969241,0.002278543,0.020505868,0.001254257,-0.043284922,0.000289139,0.032055673,0.031028107,0.970620398,78,1974.638948,2034.409076,1729.247715,25.31588394,0.507808234
359,4005,2503,19,5,25031905,N25920,1905,6/12/2025,13,7.087918709,21.79391912,1135.118151,978678.5054,0.154381763,0.00220761,0.02190405,0.001424668,-0.042535414,0.000336076,0.027745063,0.026975275,0.970325544,81,1974.550221,2034.935835,1729.695459,24.37716322,0.55033722
360,4006,2503,20,1,25032001,N25933,2001,6/12/2025,13,6.05048235,30.21560545,794.6488491,859791.9315,0.187825008,0.002224685,0.046195059,0.001331195,-0.032137697,0.000251292,0.040862749,0.039192985,0.982683194,83,2413.439961,2455.969509,2087.574083,29.07758989,0.64997682
361,4007,2503,20,2,25032002,N25919,2002,6/12/2025,13,6.562705457,31.28666632,862.1524107,1010897.421,0.187597693,0.00238431,0.047747293,0.001498897,-0.034443782,0.00035577,0.043803419,0.041884679,0.982812044,84,2440.607548,2483.29023,2110.796695,29.05485176,0.621564885
362,4008,2503,20,3,25032003,N25901,2003,6/12/2025,13,6.271815666,21.97617241,981.1010714,689470.9346,0.179920319,0.001923699,0.043665394,0.00124547,-0.037052054,0.000256478,0.032329653,0.031284446,0.977417297,69,2040.14082,2087.277181,1774.185604,29.56725826,0.636954503
363,4009,2503,20,4,25032004,N25915,2004,6/12/2025,13,7.093212447,29.47030235,975.2424947,1355652.047,0.181400535,0.002591005,0.045026985,0.001650626,-0.035730547,0.000480378,0.04555166,0.043476706,0.98534665,90,2423.684151,2459.727397,2090.768288,26.9298239,0.547624249
364,4010,2503,20,5,25032005,N25922,2005,6/12/2025,13,6.952558343,24.11021779,1139.466128,1114293.898,0.179944513,0.002337752,0.048390665,0.001500009,-0.033380851,0.000370961,0.038922976,0.037407978,0.981462579,90,2533.365542,2581.214604,2194.032413,28.14850602,0.708597334
365,4011,2503,21,1,25032101,N25932,2101,6/12/2025,13,5.676108037,12.96938315,1061.212524,798395.227,0.175589322,0.000737606,0.041828005,0.000795063,-0.030181539,0.000255837,0.009697036,0.009603004,0.747507518,36,2560.320242,3425.143131,2911.371661,71.12000672,0.504423812
