fid,id,Trial,Row,Column,Combocode,MasonPlot#,DAS,ExG_Mean,ExG_Var,ExR_Mean,ExR_Var,NDVI_Mean,NDVI_Var,gNDVI_Mean,gNDVI_Var,NDRE_mean,NDRE_Var,THRESH_mean,THRESH_Var,612PLTCOUNT,6-12HA_mean,,NDRE_mean,NDRE_Var
1081,125,2511,9,1,25110901,901,25,3.504964849,2.924811907,1959.596329,294867.1639,0.118369541,0.000410638,0.007265845,0.000829605,-0.04571932,0.000289506,0,0,0,0,,,
1082,126,2511,9,2,25110902,902,25,13.76167036,330.5547066,932.6185417,3386712.187,0.251320185,0.026064525,0.117860091,0.015224673,-0.017313489,0.001133304,0.289796811,0.205814619,0.675750064,26,,,
1083,127,2511,9,3,25110903,903,25,12.89199759,430.223895,932.0379879,3633782.349,0.244685751,0.02413251,0.109682841,0.012730046,-0.018537551,0.001525176,0.268843671,0.196566752,0.629627604,28,,,
1084,128,2511,10,1,25111001,1001,25,6.312549567,150.5860713,1539.304362,1639692.158,0.150864833,0.00709379,0.028896861,0.003858588,-0.043185479,0.000504767,0.0628162,0.058870325,0.581586526,23,,,
1085,129,2511,10,2,25111002,1002,25,15.28733242,453.0595468,863.5582763,4306474.019,0.231127746,0.024958595,0.092078433,0.0131213,-0.02647209,0.000929474,0.233597811,0.179029874,0.569319383,19,,,
1086,130,2511,10,3,25111003,1003,25,6.20860909,155.076922,1625.382141,2021380.164,0.154186858,0.008472138,0.032523649,0.00486753,-0.039193896,0.000594911,0.071213696,0.066142305,0.733017406,32,,,
1087,131,2511,11,1,25111101,1101,25,14.65110874,440.8170549,773.5755067,4389755.027,0.228751021,0.025108896,0.087245609,0.013159474,-0.02357363,0.001051542,0.241079485,0.182960167,0.415854036,14,,,
1088,132,2511,11,2,25111102,1102,25,15.81378744,639.685117,826.5188129,5666546.156,0.213128706,0.021445866,0.071232872,0.009136171,-0.028229035,0.000724189,0.213295035,0.167800263,0.725779698,23,,,
1089,133,2511,11,3,25111103,1103,25,8.636589902,156.5049606,1462.745593,2240693.012,0.182577826,0.013759257,0.057956836,0.007884339,-0.025977677,0.000848811,0.144658388,0.123732339,0.786166044,27,,,
1090,134,2511,12,1,25111201,1201,25,14.7602232,470.2583254,951.4063461,4530283.199,0.218208326,0.023130336,0.08091121,0.011319352,-0.030975453,0.000947365,0.230257939,0.177239221,0.721602508,33,,,
1091,135,2511,12,2,25111202,1202,25,12.2827954,334.5041351,1213.309425,3816653.393,0.222957561,0.02585709,0.094134251,0.014921541,-0.021431022,0.001159281,0.238320569,0.181523875,0.487624394,17,,,
1092,136,2511,12,3,25111203,1203,25,20.7864975,931.0802267,600.3893579,7187364.377,0.244498001,0.029466233,0.095867353,0.012163098,-0.024244428,0.000655574,0.282409559,0.2026544,0.392464592,14,,,
1093,137,2511,13,1,25111301,1301,25,8.090198009,96.98934818,1401.85827,1967581.071,0.182843978,0.013545595,0.057902991,0.0088404,-0.035059214,0.001103862,0.164369325,0.13735205,0.871778515,58,,,
1094,138,2511,13,2,25111302,1302,25,13.24519375,358.5505946,1005.471961,4331237.515,0.220323729,0.024270719,0.084232232,0.013266627,-0.026694588,0.001311382,0.241201083,0.183023121,0.716636897,34,,,
1095,139,2511,13,3,25111303,1303,25,16.0855166,561.7248698,750.4707597,5510737.004,0.248229164,0.031036228,0.106300181,0.016367713,-0.019958062,0.001120481,0.284335175,0.203488683,0.21652754,6,,,
1096,140,2511,14,1,25111401,1401,25,17.3950212,607.8596606,356.1307233,5385937.273,0.265915738,0.032636513,0.115058067,0.017811396,-0.023151074,0.001615092,0.316263165,0.216240775,0.469863488,19,,,
1097,141,2511,14,2,25111402,1402,25,11.60621889,302.524885,961.1559205,3781329.501,0.21804011,0.023523331,0.080979652,0.01379356,-0.028752067,0.001215084,0.222200952,0.172827689,0.583978857,19,,,
1098,142,2511,14,3,25111403,1403,25,11.41553148,268.7233618,1084.043444,3502145.174,0.199036581,0.01755275,0.064136968,0.009276931,-0.030746127,0.000779664,0.186197276,0.15152785,0.739273867,31,,,
1099,143,2511,15,1,25111501,1501,25,12.59032223,291.7533578,807.0828768,3304369.51,0.20948504,0.019017886,0.069104489,0.010660605,-0.031410166,0.000979964,0.191367143,0.154745759,0.863366264,41,,,
1100,144,2511,15,2,25111502,1502,25,6.975360298,60.32113106,1363.550261,1536832.276,0.170059128,0.00906404,0.043601056,0.006563949,-0.034688529,0.00066932,0.099297181,0.08943725,0.901470829,57,,,
1101,145,2511,15,3,25111503,1503,25,16.85757659,493.2851587,551.952084,4303182.042,0.25218545,0.028706533,0.105670342,0.016289175,-0.019224058,0.000964092,0.271936543,0.197987059,0.389979405,11,,,
1102,146,2511,16,1,25111601,1601,25,11.34431924,246.9190516,1011.620306,3170639.005,0.236531113,0.023794383,0.104679199,0.014631952,-0.025717995,0.001451059,0.247169192,0.186076583,0.789070759,41,,,
1103,147,2511,16,2,25111602,1602,25,14.86009796,415.6834126,870.0156184,4753271.962,0.240884414,0.027205943,0.103827643,0.014999665,-0.026353454,0.00126308,0.254330041,0.189646271,0.6090697,21,,,
1104,148,2511,16,3,25111603,1603,25,8.404913682,104.0733572,1584.415573,2286831.747,0.179436988,0.010914904,0.05929396,0.006711417,-0.03357075,0.000677364,0.122240158,0.107297501,0.93184718,52,,,
1105,149,2511,17,1,25111701,1701,25,16.15367995,466.2053845,712.942324,4624475.84,0.244366751,0.026361867,0.103348273,0.01347487,-0.029213992,0.001017209,0.258731505,0.191789513,0.530804564,21,,,
1106,150,2511,17,2,25111702,1702,25,13.07414095,328.4684033,1082.233536,4115135.721,0.231929729,0.023110815,0.100439187,0.012498649,-0.027307178,0.0010044,0.221820967,0.172616426,0.61965516,22,,,
1107,151,2511,17,3,25111703,1703,25,10.49860503,186.8601184,1395.45471,3065412.151,0.200000743,0.015366054,0.075028464,0.008587519,-0.029599347,0.000787168,0.15702954,0.132371264,0.805814801,33,,,
1108,152,2511,18,1,25111801,1801,25,11.76757038,226.0647082,949.3976856,2845427.663,0.232276482,0.019851423,0.09832985,0.011426848,-0.026710064,0.001024164,0.219735726,0.171451937,0.704870225,29,,,
1109,153,2511,18,2,25111802,1802,25,5.935889722,47.78304594,1555.736284,1633587.523,0.183367858,0.007572955,0.06363085,0.005338047,-0.032923578,0.000952781,0.101471473,0.091175013,0.942133849,58,,,
1110,154,2511,18,3,25111803,1803,25,14.65729999,365.2862176,867.500607,4185889.626,0.258540263,0.025242347,0.122600882,0.013865459,-0.016284119,0.001034543,0.2564299,0.190673607,0.52942892,18,,,
1111,155,2511,19,1,25111901,1901,25,12.14694536,229.084779,785.5153624,2729494.398,0.236187802,0.018816482,0.097030306,0.010757382,-0.026430053,0.001009504,0.231949878,0.178149132,0.861298436,53,,,
1112,156,2511,19,2,25111902,1902,25,21.70304207,744.2331762,169.4010449,6922743.274,0.271019414,0.028830564,0.113591848,0.012739447,-0.025413012,0.001369635,0.304371615,0.211729535,0.438286006,14,,,
1113,157,2511,19,3,25111903,1903,25,9.182606318,133.7376655,1257.918255,2245963.505,0.191419005,0.011269374,0.062788589,0.006418284,-0.032293299,0.000731623,0.129276631,0.112564183,0.893757405,45,,,
1114,158,2511,20,1,25112001,2001,25,12.43736498,206.7437115,1175.041231,3013235.908,0.209214447,0.016443999,0.079094928,0.008636856,-0.034078811,0.000958329,0.195848943,0.157492135,0.810065438,36,,,
1115,159,2511,20,2,25112002,2002,25,9.66932042,90.20404016,1601.988537,2355634.071,0.183431187,0.012361639,0.064263458,0.007154134,-0.034794722,0.000744611,0.13328956,0.115523453,0.914749736,45,,,
1116,160,2511,20,3,25112003,2003,25,8.387937637,132.8943895,1901.413868,2035846.44,0.152545047,0.007278781,0.039281354,0.003701949,-0.039668154,0.000366234,0.058205689,0.054817787,0.535541137,20,,,
1117,161,2511,21,1,25112101,2101,25,12.55600831,213.565301,1139.824454,2580672.652,0.220929782,0.021048289,0.092778096,0.012503119,-0.02727393,0.001386761,0.219438823,0.171285426,0.745534412,33,,,
1118,162,2511,21,2,25112102,2102,25,9.590810885,141.6528295,1455.094883,2318332.724,0.191996766,0.013508728,0.070493531,0.007784253,-0.03244471,0.001102359,0.157691782,0.132825084,0.884356717,51,,,
1119,163,2511,21,3,25112103,2103,25,14.23999562,517.8899937,1126.843786,4940514.101,0.206157042,0.019373393,0.074041379,0.008081195,-0.033014971,0.000916486,0.180092453,0.147659162,0.754957714,24,,,
1120,164,2511,22,1,25112201,2201,25,18.9073056,607.7383239,281.3150681,5253141.38,0.270383475,0.030104218,0.118839271,0.014985597,-0.018902926,0.001316849,0.316047154,0.21616135,0.283107936,8,,,
1121,165,2511,22,2,25112202,2202,25,11.46584785,356.9512983,1075.615176,4033984.765,0.198195362,0.017008286,0.064231718,0.008463144,-0.032102814,0.001172215,0.164564926,0.137483311,0.615854325,28,,,
1122,166,2511,22,3,25112203,2203,25,13.94998222,330.9974982,946.5944872,4335077.596,0.229558828,0.022775568,0.092862519,0.012277671,-0.021544898,0.001300996,0.226187546,0.17502674,0.629709286,25,,,
1123,167,2511,23,1,25112301,2301,25,19.61196642,620.7718506,511.6850116,5621636.746,0.245836318,0.027704943,0.098790142,0.013565629,-0.025648111,0.001187946,0.2769012,0.200226926,0.388564867,13,,,
1124,168,2511,23,2,25112302,2302,25,20.09684475,661.2102853,692.046295,6693239.495,0.229757701,0.025765949,0.085130495,0.012048809,-0.029134889,0.001408149,0.246896703,0.185938721,0.534751463,21,,,
1125,169,2511,23,3,25112303,2303,25,16.27865445,342.8508079,1216.163571,4231260.601,0.198748137,0.019555033,0.066800062,0.010205301,-0.031509529,0.001000665,0.179734719,0.14743015,0.644709742,22,,,
1126,170,2511,24,1,25112401,2401,25,19.42953277,439.2204146,276.5623208,4746399.501,0.276684247,0.030234482,0.124485191,0.016196594,-0.016115547,0.001363644,0.319290951,0.21734424,0.412696388,16,,,
1127,171,2511,24,2,25112402,2402,25,15.91110503,271.3829073,696.8441032,3541553.694,0.250100804,0.024737123,0.108176294,0.01425598,-0.016676951,0.001518067,0.273304158,0.198608995,0.526300441,20,,,
1128,172,2511,24,3,25112403,2403,25,15.69999726,201.9080018,865.1009216,2938623.499,0.248592418,0.022623939,0.110857112,0.013558355,-0.012974666,0.001290635,0.270956978,0.197539294,0.620071815,25,,,
1129,101,2512,1,1,25120101,101,25,10.22097317,239.5193719,1010.056946,2323863.361,0.165175248,0.010079623,0.029657769,0.004713533,-0.03694439,0.000869153,0.096414212,0.087118512,0.742986821,26,,,
1130,102,2512,1,2,25120102,102,25,15.79022776,398.97478,307.5966096,5017396.561,0.250069792,0.02651139,0.098800738,0.014575079,-0.016481679,0.003352025,0.289503185,0.205691091,0.911874601,74,,,
1131,103,2512,1,3,25120103,103,25,12.4675836,283.0136535,598.1045089,4411300.919,0.227376008,0.02232621,0.08290277,0.012477661,-0.022754811,0.003475303,0.240245003,0.182527341,0.844442014,48,,,
1132,105,2512,2,1,25120201,201,25,13.90126091,213.0227169,783.7944915,2202870.885,0.216952887,0.02009144,0.076118755,0.012590173,-0.02333412,0.001068874,0.213725008,0.168046629,0.812273315,34,,,
1133,106,2512,2,2,25120202,202,25,9.489181279,121.8384159,906.9228438,2100397.531,0.189788962,0.016180236,0.050737618,0.010901121,-0.03198894,0.001259941,0.152419509,0.129187802,0.906898751,46,,,
1134,107,2512,2,3,25120203,203,25,11.82009192,203.5808417,756.1716897,2844244.901,0.207682761,0.018620044,0.064305144,0.01119459,-0.03254217,0.001545058,0.198484351,0.159088313,0.848604706,40,,,
1135,109,2512,3,1,25120301,301,25,10.49589648,116.9645424,906.5291404,1538027.383,0.188123839,0.016117355,0.049569705,0.010709542,-0.028209076,0.001095803,0.171390272,0.142015647,0.7956074,31,,,
1136,110,2512,3,2,25120302,302,25,14.10766453,309.9627505,612.0472616,3044066.739,0.227946024,0.020712484,0.083174774,0.011922143,-0.026675652,0.001463752,0.239400405,0.182087851,0.918266164,60,,,
1137,111,2512,3,3,25120303,303,25,10.52082193,118.1809444,972.6509522,1956601.761,0.21746387,0.019751771,0.081936555,0.013753656,-0.029621946,0.001272754,0.211146985,0.166563936,0.7934636,49,,,
1138,113,2512,4,1,25120401,401,25,15.03712621,346.0577445,680.4378432,3023950.377,0.208626133,0.02127695,0.065123554,0.011404398,-0.013933016,0.001084054,0.242209515,0.183544066,0.631147242,23,,,
1139,114,2512,4,2,25120402,402,25,16.42387856,566.9070064,492.9810827,5099764.418,0.230195976,0.023753638,0.082198328,0.011931631,-0.008814507,0.001475817,0.265098468,0.19482127,0.863673648,57,,,
1140,115,2512,4,3,25120403,403,25,14.67427743,375.037926,652.2653908,4262599.38,0.22810991,0.024814985,0.083929765,0.014291839,-0.009638905,0.001384968,0.261682754,0.19320489,0.855882621,46,,,
1141,117,2512,5,1,25120501,501,25,11.60574977,282.0533036,1003.204951,2337149.609,0.15261761,0.01461958,0.017031273,0.007700815,-0.032856069,0.000513387,0.124104163,0.10870232,0.760365976,28,,,
1142,118,2512,5,2,25120502,502,25,16.6554808,414.7402662,358.3358,4030977.892,0.222441161,0.023981566,0.069341117,0.013675169,-0.01837824,0.001293174,0.270156438,0.197171937,0.925892174,78,,,
1143,119,2512,5,3,25120503,503,25,9.148546265,176.5587989,1048.124422,2752508.756,0.13280504,0.011545829,-0.004339824,0.006896324,-0.042071626,0.000857804,0.08755231,0.079886903,0.90945377,55,,,
1144,121,2512,6,1,25120601,601,25,13.47939399,288.8478744,923.3278637,2408180.779,0.227711715,0.019018225,0.093780132,0.011039941,-0.014113736,0.000972027,0.243033336,0.183968134,0.819280402,38,,,
1145,122,2512,6,2,25120602,602,25,11.11338824,225.8228068,1000.764155,2493656.504,0.242663376,0.026098558,0.113409788,0.01817552,-0.005639545,0.002078335,0.263961474,0.194285814,0.675895884,34,,,
1146,123,2512,6,3,25120603,603,25,16.45492834,511.2675506,652.2032869,4577004.921,0.245445091,0.026986784,0.102521844,0.014873824,-0.015222591,0.002014019,0.279072312,0.201190956,0.729685392,46,,,
1147,125,2512,7,1,25120701,701,25,17.09998359,544.0354951,577.7560677,4053538.289,0.234328832,0.023122658,0.089034387,0.011279312,-0.00972251,0.000900054,0.255799322,0.190366029,0.725214633,28,,,
1148,126,2512,7,2,25120702,702,25,15.90137301,492.66447,298.6315957,4331233.861,0.246352936,0.026744675,0.09326607,0.015034809,0.005105591,0.001291897,0.291368087,0.206472725,0.683526538,39,,,
1149,127,2512,7,3,25120703,703,25,14.77839153,355.7430634,380.5096124,3626616.766,0.236319707,0.026652906,0.083718277,0.015774091,0.002745357,0.001288465,0.264048784,0.194327024,0.677948494,33,,,
1150,129,2512,8,1,25120801,801,25,17.55143076,624.2083988,530.4073533,4093039.985,0.262723515,0.026545461,0.118773358,0.013506098,-0.006658526,0.000975727,0.307572359,0.212971603,0.503554373,21,,,
1151,130,2512,8,2,25120802,802,25,12.55648867,377.3325952,844.0110079,3343509.556,0.229544737,0.022592307,0.09317479,0.013115374,-0.008514053,0.001168823,0.23443484,0.179475146,0.78590697,35,,,
1152,131,2512,8,3,25120803,803,25,15.75207245,427.0386933,626.2710624,4117722.411,0.260550211,0.028365222,0.117901978,0.016451605,-0.004833256,0.001571857,0.30655796,0.212580177,0.772206121,48,,,
1153,133,2512,9,1,25120901,901,25,12.41738916,418.2438319,868.2105735,3073613.819,0.230180262,0.021378231,0.09498073,0.011595278,-0.014347193,0.000919825,0.234417307,0.179465833,0.708732025,24,,,
1154,134,2512,9,2,25120902,902,25,14.83884998,452.9812798,609.825484,4061843.234,0.252104685,0.024152096,0.110554947,0.013578218,-0.008837122,0.001493019,0.298282088,0.209309884,0.859840338,54,,,
1155,135,2512,9,3,25120903,903,25,17.12689384,596.8235851,555.8022809,5392690.035,0.264519145,0.028810489,0.120974878,0.016015347,-0.010490111,0.001950531,0.31373407,0.215305003,0.745694133,39,,,
1156,137,2512,10,1,25121001,1001,25,17.18281276,551.8676243,439.9600733,4215165.797,0.25916198,0.026328711,0.111322244,0.013495087,-0.014579634,0.001152108,0.309966632,0.213887319,0.571246309,22,,,
1157,138,2512,10,2,25121002,1002,25,13.32894737,414.5211021,579.0933307,4110159.252,0.246350949,0.027783799,0.102178501,0.01640096,-0.018588584,0.001568878,0.287531459,0.204857119,0.806495708,37,,,
1158,139,2512,10,3,25121003,1003,25,14.49600722,384.2630563,645.0680081,4328940.472,0.245089289,0.027045672,0.100676306,0.015722755,-0.022837357,0.001433177,0.290023519,0.205909877,0.910593854,52,,,
1159,141,2512,11,1,25121101,1101,25,15.47059145,470.1721531,740.082486,3655368.414,0.23739541,0.021910305,0.097452419,0.010869697,-0.016732585,0.000960721,0.261612956,0.193171617,0.770677651,36,,,
1160,142,2512,11,2,25121102,1102,25,12.51061385,326.4054842,806.992614,3251075.141,0.230003585,0.021655771,0.091953377,0.012073857,-0.023434784,0.001639267,0.258589561,0.191721,0.925655233,70,,,
1161,143,2512,11,3,25121103,1103,25,17.83402614,585.3980666,474.3556857,5432083.982,0.253693198,0.027830129,0.104689196,0.013650577,-0.026578921,0.001861506,0.305885249,0.212319463,0.798909972,49,,,
1162,145,2512,12,1,25121201,1201,25,12.9362674,412.2867557,917.5146969,3320009.888,0.220196484,0.020806986,0.083532991,0.010894731,-0.020826508,0.000848347,0.236467081,0.1805504,0.71590267,28,,,
1163,146,2512,12,2,25121202,1202,25,8.614456843,249.0609342,1247.690761,3481749.774,0.178214131,0.014978845,0.048821012,0.008139517,-0.033949238,0.000984102,0.141067717,0.121167616,0.899331061,63,,,
1164,147,2512,12,3,25121203,1203,25,15.98099119,515.3471853,589.322149,5801280.529,0.251375946,0.031159651,0.105711755,0.017431338,-0.023579376,0.001678078,0.296564739,0.208614095,0.842835271,45,,,
1165,149,2512,13,1,25121301,1301,25,8.83495597,167.0116764,1122.416146,1882184.424,0.204121278,0.019349243,0.073787825,0.01314637,-0.021128566,0.001141373,0.2003774,0.160226297,0.771491068,25,,,
1166,150,2512,13,2,25121302,1302,25,9.815792353,217.1983579,869.8965374,2391806.952,0.220526767,0.025285044,0.085527907,0.018322285,-0.019383055,0.002236955,0.233931404,0.179207502,0.7461359,35,,,
1167,151,2512,13,3,25121303,1303,25,13.82032767,397.252174,641.6524551,3700673.424,0.223784501,0.02458256,0.078596669,0.014523545,-0.028418865,0.002006954,0.248023851,0.18650802,0.769822464,36,,,
1168,153,2512,14,1,25121401,1401,25,14.58822886,365.496236,556.0879388,2994304.492,0.244408948,0.023012981,0.098960644,0.013084358,-0.01668552,0.00093346,0.288480473,0.20525949,0.689274908,26,,,
1169,154,2512,14,2,25121402,1402,25,13.60323366,376.936194,419.3253527,3375551.278,0.24945377,0.026519444,0.101517506,0.015986295,-0.016225535,0.001706552,0.29729434,0.208910415,0.852219083,52,,,
1170,155,2512,14,3,25121403,1403,25,12.69623957,299.250407,558.3346702,3106361.236,0.238616722,0.026123367,0.093018365,0.016450097,-0.0223382,0.001871803,0.271051552,0.197582608,0.788760891,37,,,
1171,157,2512,15,1,25121501,1501,25,10.9266291,225.4763697,850.5020569,2024401.267,0.217337837,0.018248299,0.078997398,0.011077879,-0.020707439,0.000979634,0.225091645,0.174425396,0.765114372,30,,,
1172,158,2512,15,2,25121502,1502,25,11.17710926,221.3701912,734.7177901,2567088.211,0.233598589,0.025587671,0.094556587,0.017005492,-0.018020157,0.001463723,0.262436756,0.193563705,0.811307343,40,,,
1173,159,2512,15,3,25121503,1503,25,5.617942198,85.25071792,1477.981276,1462953.116,0.137599577,0.006659551,0.012601682,0.004248734,-0.043126374,0.000595251,0.055587455,0.05249749,0.603339227,24,,,
1174,161,2512,16,1,25121601,1601,25,11.93454009,203.5924557,813.8534563,2147166.89,0.218781985,0.019741849,0.080285273,0.012500502,-0.013542283,0.000959019,0.219211419,0.171157773,0.805668459,39,,,
1175,162,2512,16,2,25121602,1602,25,10.13829322,170.1451529,491.438539,2237828.336,0.207391993,0.018140863,0.058899331,0.011989138,-0.006786933,0.001314305,0.203555799,0.162120836,0.924938938,79,,,
1176,163,2512,16,3,25121603,1603,25,12.07076233,246.3828315,316.0997072,2765866.167,0.223743099,0.023726291,0.069590539,0.015462771,-0.005990265,0.001508638,0.238053557,0.181384061,0.871614479,47,,,
1177,165,2512,17,1,25121701,1701,25,11.22771546,184.6610048,774.6803939,2301108.638,0.206077354,0.018632903,0.06572533,0.011983095,-0.017824056,0.000891953,0.203666211,0.162186285,0.72926767,23,,,
1178,166,2512,17,2,25121702,1702,25,9.183374819,168.0187821,614.5952621,3261289.627,0.179148277,0.017556091,0.032553039,0.012415997,-0.019552139,0.001022853,0.163434448,0.136723629,0.875011392,41,,,
1179,167,2512,17,3,25121703,1703,25,9.890742513,172.2999731,653.5704039,2961444.678,0.190815752,0.021278952,0.044722987,0.01541033,-0.018195204,0.001330293,0.187447012,0.15231063,0.830608563,37,,,
1180,169,2512,18,1,25121801,1801,25,10.16771546,198.6291629,1004.905133,2115343.249,0.227993749,0.016291496,0.09631424,0.00979359,-0.013209435,0.00083465,0.210916553,0.16643076,0.75056958,32,,,
1181,170,2512,18,2,25121802,1802,25,12.07203807,256.6091853,714.3238758,2775367.879,0.247721794,0.021014943,0.108738728,0.013041394,-0.008604671,0.001238773,0.262908872,0.193787797,0.875669863,53,,,
1182,171,2512,18,3,25121803,1803,25,10.46960661,210.2307472,896.9713519,2544589.856,0.228409587,0.018862358,0.092847314,0.011800912,-0.014828185,0.001371041,0.222246539,0.172853015,0.847553085,44,,,
1183,173,2512,19,1,25121901,1901,25,15.19873636,419.9874178,672.6680237,3418447.977,0.248795845,0.022250701,0.107423165,0.011272695,-0.014423988,0.000853361,0.264024507,0.194315567,0.588286761,22,,,
1184,174,2512,19,2,25121902,1902,25,11.29712207,248.1956546,994.7721623,2810718.055,0.232799609,0.019020982,0.101289816,0.010783268,-0.012979217,0.00154975,0.231411063,0.177859983,0.836231409,53,,,
1185,175,2512,19,3,25121903,1903,25,10.90498988,226.9634248,1117.79454,3010916.557,0.221807334,0.018732728,0.091393029,0.01054546,-0.01889631,0.001852985,0.207774799,0.164604432,0.818687228,37,,,
1186,177,2512,20,1,25122001,2001,25,11.44146608,136.0574053,1258.704021,2050660.172,0.214167179,0.020836226,0.090903501,0.014012257,-0.017515062,0.001241627,0.200492341,0.160295162,0.818269634,30,,,
1187,178,2512,20,2,25122002,2002,25,11.29839394,165.4870917,1110.664346,2787263.887,0.230970891,0.025792187,0.104842579,0.018245142,-0.012401612,0.002395741,0.239705601,0.182246826,0.88459926,48,,,
1188,179,2512,20,3,25122003,2003,25,14.58483804,310.6730936,928.6707979,3823272.009,0.230121466,0.025042229,0.09569318,0.014801507,-0.022043333,0.002194171,0.251942438,0.188467446,0.820383837,56,,,
1189,181,2512,21,1,25122101,2101,25,15.59290148,439.5108998,691.487381,3610271.314,0.250802013,0.02586289,0.11094983,0.013740156,-0.015114506,0.001192299,0.278936863,0.201131089,0.740166235,25,,,
1190,182,2512,21,2,25122102,2102,25,15.42406171,457.2413884,607.1730717,4050459.908,0.234725087,0.023767498,0.09080211,0.01226406,-0.02103167,0.001547825,0.251422475,0.188209214,0.757573548,33,,,
1191,183,2512,21,3,25122103,2103,25,14.53312544,292.2819461,827.5366488,3318228.287,0.229617144,0.023989297,0.09026003,0.013973843,-0.024015992,0.001918481,0.240029542,0.182415361,0.807275909,43,,,
1192,185,2512,22,1,25122201,2201,25,13.89798654,259.7386494,835.7657057,2527766.325,0.229658826,0.020625513,0.092402268,0.011937089,-0.01726347,0.001112047,0.247688351,0.186338832,0.729193249,26,,,
1193,186,2512,22,2,25122202,2202,25,16.02809696,355.0171302,622.4189432,3735752.711,0.247588528,0.027095691,0.104409854,0.016328781,-0.018409573,0.001530918,0.287973298,0.205044678,0.786020231,49,,,
1194,187,2512,22,3,25122203,2203,25,15.19402822,263.259575,823.6386693,3520935.521,0.242234697,0.028193554,0.103221064,0.017691313,-0.022801147,0.001760345,0.272312151,0.198158244,0.675707698,29,,,
1195,189,2512,23,1,25122301,2301,25,16.42089854,281.6195775,862.0069334,3015634.152,0.233018626,0.025382257,0.096046891,0.015148233,-0.018618992,0.00114921,0.258044216,0.191457399,0.65812402,23,,,
1196,190,2512,23,2,25122302,2302,25,13.99329795,245.7213962,858.3982548,3138072.452,0.221222098,0.024529676,0.083203987,0.014971481,-0.023767391,0.001330665,0.232766167,0.178586078,0.874507874,57,,,
1197,191,2512,23,3,25122303,2303,25,15.20322845,262.4026927,814.6390095,3647885.783,0.222498856,0.024555198,0.081211915,0.014439858,-0.028946295,0.001522925,0.242243502,0.183561588,0.837258047,50,,,
1198,193,2512,24,1,25122401,2401,25,15.98216142,280.004716,640.6818223,2729919.908,0.242382277,0.020190809,0.099001591,0.011647103,-0.010563886,0.000922472,0.258604651,0.191728286,0.751695101,28,,,
1199,194,2512,24,2,25122402,2402,25,14.14440463,311.4885983,521.3924777,3383290.57,0.230321413,0.018287676,0.083318091,0.010075413,-0.014281565,0.001136664,0.230379955,0.177305031,0.908317081,63,,,
1200,195,2512,24,3,25122403,2403,25,15.23230942,339.0827429,375.0153722,3808135.403,0.255482914,0.024023546,0.10500094,0.014186248,-0.012286559,0.001607642,0.287671982,0.204916813,0.845077097,41,,,
1201,104,2512,1,4,25120104,104,25,14.97017702,410.8749211,330.6151193,4232630.749,0.259244897,0.031064852,0.10631754,0.017916517,-0.023942821,0.001448619,0.318969055,0.217227797,0.760566461,38,,,
1202,108,2512,2,4,25120204,204,25,16.09714661,436.5443611,345.848439,5145285.848,0.263960025,0.032700176,0.113232789,0.018388839,-0.018180857,0.001164028,0.293382212,0.20730909,0.664801516,25,,,
1203,112,2512,3,4,25120304,304,25,13.19884624,284.9630575,669.9419892,4271837.602,0.242021059,0.027005173,0.099540603,0.015112165,-0.026032059,0.001065701,0.264162292,0.194380576,0.562773403,18,,,
1204,116,2512,4,4,25120404,404,25,14.4393587,317.356771,319.5336161,3317020.17,0.22904479,0.025578022,0.074432218,0.014968589,-0.011572459,0.001535033,0.264096742,0.194349653,0.824514718,49,,,
1205,120,2512,5,4,25120504,504,25,15.35877174,364.6862506,206.0589575,3696842.526,0.244300935,0.029111476,0.087266016,0.016241034,-0.011857534,0.001275489,0.305151482,0.212034055,0.673003664,35,,,
1206,124,2512,6,4,25120604,604,25,17.72433881,514.6784621,104.2164974,4573428.781,0.222694858,0.030249564,0.060172851,0.0151636,-0.048188007,0.001187815,0.288843913,0.205413107,0.643877811,27,,,
1207,128,2512,7,4,25120704,704,25,10.67819236,196.9129077,973.3117131,2664466.455,0.227410973,0.026585129,0.094360248,0.017744895,-0.02471878,0.001615934,0.254376846,0.189669266,0.813950098,45,,,
1208,132,2512,8,4,25120804,804,25,12.92111312,341.5713777,834.5138289,3731201.215,0.220139852,0.021848881,0.080913519,0.011426249,-0.035761602,0.001076051,0.232966672,0.178693202,0.85991069,53,,,
1209,136,2512,9,4,25120904,904,25,11.58767371,257.5463947,1087.867721,4949059.114,0.22574567,0.024226067,0.09443887,0.013182931,-0.020932246,0.001568042,0.232191706,0.178278718,0.754346954,26,,,
1210,140,2512,10,4,25121004,1004,25,15.06223329,385.6634046,739.3720539,4608631.058,0.245275019,0.02911149,0.10489125,0.015931785,-0.022547961,0.001115965,0.288981289,0.205471104,0.724424517,32,,,
1211,144,2512,11,4,25121104,1104,25,13.61380913,426.062861,712.6954388,4623938.128,0.229316315,0.025174977,0.087363747,0.013486931,-0.027570526,0.001174524,0.245337709,0.185147117,0.83789301,39,,,
1212,148,2512,12,4,25121204,1204,25,10.87351952,211.368395,965.2698921,3884166.851,0.247554956,0.026715813,0.115872146,0.017951745,-0.009416623,0.001371166,0.261385705,0.193063218,0.628210035,25,,,
