fid,id,Trial Name,IDrow,layer,path,805ExG_mean,805ExG_variance,805ExR_mean,805ExR_variance,805gNDVI_mean,805gNDVI_variance,805NDRE_mean,805NDRE_variance,805NDVI_mean,805NDVI_variance,805THRESH_mean,805THRESH_variance,805HA_mean,805HA_variance,805PLTCOUNT_
"64","704",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,23299.4888134568,99020977.1524943,-934.548729353117,63793209.9583482,0.281600097600061,0.0315798098985651,-934.548729353117,63793209.9583482,0.62477342724024,0.0691943187411508,0.830552730670918,0.140734892246091,0.948974824098505,0.0484216073257378,132
"65","705",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,25553.4378539532,145242444.725936,-1083.73473348592,84656597.3762292,0.230448013503564,0.0279138669127206,-1083.73473348592,84656597.3762292,0.575033123474898,0.0777846684023816,0.784614182864434,0.168994766912476,0.881148287983336,0.104725982567269,120
"66","706",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,26163.3466553468,166730602.385184,-271.175888521607,101438102.550643,0.211389542327841,0.0340432954171744,-271.175888521607,101438102.550643,0.561404369234939,0.0949770426527438,0.770442363495825,0.176860928026653,0.851956510720259,0.126126614561683,108
"67","707",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,20173.885704622,166491756.836775,4582.02391008294,126887542.398388,0.140540679515032,0.0430619618603387,4582.02391008294,126887542.398388,0.425643107697456,0.121006056681388,0.573246087601306,0.244635010651233,0.83530651540383,0.137569540727511,68
"68","708",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,23031.2660176293,178753633.086904,3024.93492743885,129968862.114154,0.172750588735367,0.0413874683499979,3024.93492743885,129968862.114154,0.480212494702191,0.101858869455972,0.655798878138044,0.225726709571,0.643045937832634,0.229537859669765,34
"69","709",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,17248.1662530395,87856555.5336152,3675.79308342927,99474796.7993414,0.265147292997726,0.0494850661641006,3675.79308342927,99474796.7993414,0.548126366783092,0.102441094336008,0.67412448923316,0.219680662249179,0.951078577606197,0.0465281168247932,120
"70","710",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,15408.56888013,115648090.360224,5600.71836559421,109535356.687456,0.195419596610109,0.0481123630020066,5600.71836559421,109535356.687456,0.455157936966344,0.107948833105319,0.558949618008011,0.24652494253668,0.803068693693694,0.158149366902862,40
"71","801",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,19695.7016615385,159661172.277961,2029.9102887108,92569206.5385938,0.264031408185116,0.0334656488684599,2029.9102887108,92569206.5385938,0.586025173389547,0.0866259856557948,0.682670769230769,0.216631390068531,0.753572351659713,0.185701062473917,54
"72","802",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,19733.4986524585,148646484.884844,2701.03115996142,110819602.430573,0.270465906372475,0.0450194283215615,2701.03115996142,110819602.430573,0.564231281752619,0.0982230959986599,0.681098401579791,0.217203368945357,0.808659148492225,0.154729530052048,88
"73","803",AYT Trial,,7-04 ayt plot files — ayttrialdata_rows_polygons__ayt_plots_dissolved,D:/Drone Imagery/2025 summer/20250704/shapefiles/7-04 ayt plot files.gpkg|layername=ayttrialdata_rows_polygons__ayt_plots_dissolved,24725.8596526707,155553954.787375,-478.954628774159,87567685.9166418,0.286137931167038,0.0247386862374964,-478.954628774159,87567685.9166418,0.629394631348167,0.069532704034915,0.781465658889254,0.170777082865998,0.799780075330519,0.160131906434835,102
