SiteYear,Trial,Trial_Full,Combocode,Yield,Yield_HAadj,HA,PeakStand
2025SVREC,2506,2025SVREC_2506,,3221.344224,3297.0069294011832,0.977051093,0.940297692
2025SVREC,2506,2025SVREC_2506,,2810.862901,2954.8743864469366,0.951263077,0.865216086
2025SVREC,2506,2025SVREC_2506,,3264.386643,3341.058896330799,0.977051511,0.91486457
2025SVREC,2506,2025SVREC_2506,,1751.229019,1827.677899638474,0.958171579,0.744505419
2025SVREC,2506,2025SVREC_2506,,2582.5314,2810.563046009511,0.918866205,0.730504587
2025SVREC,2506,2025SVREC_2506,,1831.47004,1958.6807488965258,0.935052862,0.567810012
2025SVREC,2506,2025SVREC_2506,,1557.752737,1600.906934820267,0.973043906,0.587637018
2025SVREC,2506,2025SVREC_2506,,2323.216343,2449.525660948349,0.948435193,0.740451555
2025SVREC,2506,2025SVREC_2506,,3372.058887,3497.842492289166,0.96403966,0.803358229
2025SVREC,2506,2025SVREC_2506,,2674.32754,2850.0083625351745,0.938357787,0.575724469
2025SVREC,2506,2025SVREC_2506,,1937.622047,2022.78819629034,0.957896655,0.560238829
2025SVREC,2506,2025SVREC_2506,,3115.357788,3274.8472986887746,0.951298642,0.566897567
2025SVREC,2506,2025SVREC_2506,,2098.135659,2158.1251012867187,0.972202982,0.686523544
2025SVREC,2506,2025SVREC_2506,,2744.184175,2802.516733568314,0.979185652,0.757878953
2025SVREC,2506,2025SVREC_2506,,2369.761955,2430.8647873024247,0.974863747,0.70659107
2025SVREC,2506,2025SVREC_2506,,3213.617054,3315.8726270916304,0.969161791,0.725750956
2025SVREC,2506,2025SVREC_2506,,2718.812908,2886.272590726976,0.941980642,0.684283841
2025SVREC,2506,2025SVREC_2506,,3409.280656,3582.0429642818235,0.951769895,0.869483286
2025SVREC,2506,2025SVREC_2506,,1732.469752,1800.437413020597,0.962249362,0.627525287
2025SVREC,2506,2025SVREC_2506,,2588.577684,2652.446027381373,0.975920964,0.670011726
2025SVREC,2506,2025SVREC_2506,,2444.191233,2793.9143423529563,0.874826832,0.601272737
2025SVREC,2506,2025SVREC_2506,,2022.518341,2072.0322918402117,0.976103678,0.68251584
2025SVREC,2506,2025SVREC_2506,,2422.879393,2534.9633209742856,0.955784793,0.689254123
2025SVREC,2506,2025SVREC_2506,,1781.039706,1826.0033531707345,0.975375923,0.733497201
2025SVREC,2506,2025SVREC_2506,,1674.728659,1736.7404044792859,0.964294177,0.687315715
2025SVREC,2506,2025SVREC_2506,,2666.653548,2813.852126547779,0.947687877,0.794205985
2025SVREC,2506,2025SVREC_2506,,2280.140786,2342.3869890097035,0.973426166,0.657510308
2025SVREC,2506,2025SVREC_2506,,2807.184847,2884.094741914096,0.97333309,0.816743932
2025SVREC,2506,2025SVREC_2506,,2314.348497,2357.929492388214,0.981517261,0.755534955
2025SVREC,2506,2025SVREC_2506,,2334.149126,2787.849139657179,0.837258047,0.658814548
2025SVREC,2506,2025SVREC_2506,,3424.735935,3554.6325635155144,0.963457087,0.78202327
2025SVREC,2506,2025SVREC_2506,,3260.967496,3344.6117473318036,0.974991342,0.85195401
2025SVREC,2506,2025SVREC_2506,,2230.636643,2285.4112030020888,0.976032952,0.715795222
2025SVREC,2506,2025SVREC_2506,,2051.004417,2204.2863311867027,0.930461886,0.719960685
2025SVREC,2506,2025SVREC_2506,,2832.596025,2916.7035888744276,0.971163486,0.81378143
2025SVREC,2506,2025SVREC_2506,,2634.826772,2714.6400199562545,0.970598957,0.786902259
2025SVREC,2506,2025SVREC_2506,,3296.814625,3446.5699000530735,0.956549474,0.930681446
2025SVREC,2506,2025SVREC_2506,,2844.006952,3119.299455928052,0.911745407,0.733373392
2025SVREC,2506,2025SVREC_2506,,3290.930286,3420.153828122091,0.962217038,0.915711009
2025SVREC,2506,2025SVREC_2506,,2638.833244,2937.6529337567695,0.898279444,0.754573753
2025SVREC,2506,2025SVREC_2506,,2781.860764,2873.199817813489,0.968209989,0.889796253
2025SVREC,2506,2025SVREC_2506,,3153.260851,3269.774582666338,0.964366433,0.822957623
2025SVREC,2506,2025SVREC_2506,,1773.086422,1922.9523540565297,0.922064667,0.878894431
2025SVREC,2507,2025SVREC_2507,,2344.406616,2401.981313017208,0.976030331,0.735012154
2025SVREC,2507,2025SVREC_2507,,2077.180766,2217.6777478981403,0.9366468,0.599569224
2025SVREC,2507,2025SVREC_2507,,2361.947859,2415.171256053664,0.977962889,0.759859078
2025SVREC,2507,2025SVREC_2507,,2452.415306,2511.6050643297626,0.976433493,0.611323225
2025SVREC,2507,2025SVREC_2507,,2153.540906,2261.1437702954995,0.952412197,0.560293356
2025SVREC,2507,2025SVREC_2507,,2125.523094,2163.7394430245818,0.982337823,0.504799564
2025SVREC,2507,2025SVREC_2507,,3206.754033,3283.0469051062632,0.976761565,0.718674057
2025SVREC,2507,2025SVREC_2507,,3179.34192,3343.138204042118,0.951005231,0.640601956
2025SVREC,2507,2025SVREC_2507,,1864.803342,1894.8841580782205,0.984125248,0.58489589
2025SVREC,2507,2025SVREC_2507,,2427.870967,2883.6125095725465,0.841954652,0.634787121
2025SVREC,2507,2025SVREC_2507,,3637.659809,3772.8514753401023,0.964167244,0.850740154
2025SVREC,2507,2025SVREC_2507,,3237.330949,3334.822242941492,0.97076567,0.740176402
2025SVREC,2507,2025SVREC_2507,,3027.637795,3101.9915046062233,0.976030331,0.73215212
2025SVREC,2507,2025SVREC_2507,,2706.928246,2787.358214285201,0.971144732,0.651570509
2025SVREC,2507,2025SVREC_2507,,3058.463847,3129.4741887709974,0.977309178,0.69620426
2025SVREC,2507,2025SVREC_2507,,2389.523334,2498.398825339311,0.956421893,0.779565194
2025SVREC,2507,2025SVREC_2507,,2542.741046,2668.159010253499,0.952994569,0.619561662
2025SVREC,2507,2025SVREC_2507,,2946.654936,3086.2164524361333,0.95477909,0.64611099
2025SVREC,2507,2025SVREC_2507,,2261.974241,2315.36150862305,0.976942146,0.624458078
2025SVREC,2507,2025SVREC_2507,,2422.754129,2531.371326199315,0.957091559,0.616068264
2025SVREC,2507,2025SVREC_2507,,2594.780464,2641.4339377422098,0.982337823,0.622214333
2025SVREC,2507,2025SVREC_2507,,2261.974241,2311.394889350218,0.978618691,0.62985417
2025SVREC,2507,2025SVREC_2507,,3227.376944,3403.0300072734094,0.948383334,0.848683492
2025SVREC,2507,2025SVREC_2507,,3176.49856,3247.9570481498977,0.977998943,0.697499181
2025SVREC,2507,2025SVREC_2507,,3230.269349,3437.875360607046,0.939612118,0.739751468
2025SVREC,2507,2025SVREC_2507,,3900.090311,4124.898879784528,0.945499617,0.823009091
2025SVREC,2507,2025SVREC_2507,,2792.300653,2840.6624916170945,0.982975155,0.697020184
2025SVREC,2507,2025SVREC_2507,,3413.760323,3505.3868841165154,0.973861213,0.607499318
2025SVREC,2507,2025SVREC_2507,,3351.095929,3670.318001717027,0.913026045,0.825532496
2025SVREC,2507,2025SVREC_2507,,3667.922028,3781.8035345633593,0.969886985,0.842073637
2025SVREC,2507,2025SVREC_2507,,2981.609324,3075.3907191442863,0.96950586,0.812378846
2025SVREC,2507,2025SVREC_2507,,3239.515532,3387.4481996874606,0.956329172,0.711594124
2025SVREC,2507,2025SVREC_2507,,3814.185616,3916.6967642395,0.973827142,0.88166521
2025SVREC,2507,2025SVREC_2507,,3120.793595,3183.398617824402,0.980333904,0.667540769
2025SVREC,2507,2025SVREC_2507,,3809.356395,4003.1439962458076,0.951591149,0.758738394
2025SVREC,2507,2025SVREC_2507,,3959.961974,4089.8933331426624,0.968231113,0.766548334
2025SVREC,2507,2025SVREC_2507,,3535.638972,3594.4035996821262,0.983651077,0.75916116
2025SVREC,2507,2025SVREC_2507,,2984.761763,3106.2086214068354,0.960901899,0.64278107
2025SVREC,2507,2025SVREC_2507,,3144.866766,3206.3440460422703,0.980826362,0.685677624
2025SVREC,2507,2025SVREC_2507,,3230.458637,3318.706668011398,0.973408909,0.711160873
2025SVREC,2507,2025SVREC_2507,,2768.22064,2913.0193819743668,0.950292558,0.796477548
2025SVREC,2507,2025SVREC_2507,,3512.408297,3609.6462433668166,0.973061641,0.791352562
2025SVREC,2507,2025SVREC_2507,,2176.966391,2206.770217465651,0.986494368,0.505297941
2025SVREC,2507,2025SVREC_2507,,3106.249664,3221.0893691308434,0.964347557,0.654717702
2025SVREC,2507,2025SVREC_2507,,2167.438352,2215.3658719167074,0.978365867,0.553223388
2025SVREC,2507,2025SVREC_2507,,2006.143629,2066.8331184085523,0.970636483,0.527468033
2025SVREC,2507,2025SVREC_2507,,2634.010227,2713.690830175412,0.970637553,0.632250137
2025SVREC,2507,2025SVREC_2507,,2646.860668,2725.0937381725785,0.971291604,0.57455973
2025SVREC,2507,2025SVREC_2507,,2430.593336,2513.5679743302226,0.9669893,0.448276802
2025SVREC,2507,2025SVREC_2507,,2172.923564,2280.9295229182544,0.95264827,0.495555919
2025SVREC,2507,2025SVREC_2507,,1858.67138,1907.1639000695945,0.974573491,0.455365907
2025SVREC,2507,2025SVREC_2507,,2769.882658,2829.0313812977997,0.979092235,0.514624506
2025SVREC,2507,2025SVREC_2507,,2713.396413,2775.4634413792655,0.977637238,0.534849476
2025SVREC,2507,2025SVREC_2507,,2704.765316,2799.7383018507826,0.966077906,0.544968785
2025SVREC,2507,2025SVREC_2507,,2689.185712,2752.701488335113,0.976926021,0.513700684
2025SVREC,2507,2025SVREC_2507,,2783.167467,2813.734815631526,0.989136379,0.551954424
2025SVREC,2507,2025SVREC_2507,,1985.150567,2045.201596292603,0.970638088,0.529054238
2025SVREC,2507,2025SVREC_2507,,2751.199587,2827.5244531518892,0.97300647,0.580200125
2025SVREC,2507,2025SVREC_2507,,2334.372383,2395.586075306484,0.9744473,0.558199112
2025SVREC,2507,2025SVREC_2507,,2625.561456,2690.6928790622273,0.97579381,0.576613234
2025SVREC,2507,2025SVREC_2507,,2470.45967,2532.638921236534,0.975448829,0.554547189
2025SVREC,2507,2025SVREC_2507,,2933.355147,3061.001479955383,0.95829916,0.795184012
2025SVREC,2507,2025SVREC_2507,,2990.443153,3063.650462507987,0.976104549,0.746361973
2025SVREC,2507,2025SVREC_2507,,2701.607452,2757.598794075242,0.979695617,0.637627812
2025SVREC,2507,2025SVREC_2507,,3288.712886,3369.3508075109285,0.976067223,0.741208911
2025SVREC,2507,2025SVREC_2507,,3071.310327,3135.5471815309643,0.979513351,0.657551834
2025SVREC,2507,2025SVREC_2507,,2634.316305,2721.4175375073123,0.967994168,0.599492164
2025SVREC,2507,2025SVREC_2507,,3058.737277,3166.7864176768476,0.965880509,0.674566553
2025SVREC,2507,2025SVREC_2507,,2689.185712,2732.5154943759303,0.984142896,0.556176559
2025SVREC,2507,2025SVREC_2507,,3436.068249,3627.3282156260643,0.947272495,0.839715925
2025SVREC,2507,2025SVREC_2507,,3100.540858,3217.904272272018,0.963527997,0.769581479
2025SVREC,2507,2025SVREC_2507,,2846.577972,2974.8710843340405,0.956874396,0.741390141
2025SVREC,2508,2025SVREC_2508,,1289.881122,1420.9672334922077,0.907748674,0.564685029
2025SVREC,2508,2025SVREC_2508,,600.1859756,612.2028614895728,0.980371072,0.656203125
2025SVREC,2508,2025SVREC_2508,,1978.094344,2064.055919899701,0.958353078,0.609316652
2025SVREC,2508,2025SVREC_2508,,1318.981563,1386.2154376006472,0.95149825,0.573881756
2025SVREC,2508,2025SVREC_2508,,2621.376632,2698.1403908729567,0.971549383,0.59712034
2025SVREC,2508,2025SVREC_2508,,2020.144397,2418.3461494682106,0.835341292,0.546745304
2025SVREC,2508,2025SVREC_2508,,2683.942433,2757.477168616454,0.973332604,0.655504875
2025SVREC,2508,2025SVREC_2508,,2274.863021,2377.30075605381,0.956910065,0.690027028
2025SVREC,2508,2025SVREC_2508,,2707.977626,2868.1498866420056,0.94415485,0.615338412
2025SVREC,2508,2025SVREC_2508,,2527.711134,2594.533507952939,0.974244937,0.608489409
2025SVREC,2508,2025SVREC_2508,,2436.786417,2577.2338476573686,0.945504584,0.660761977
2025SVREC,2508,2025SVREC_2508,,2588.438976,2674.686145848154,0.967754284,0.595960422
2025SVREC,2508,2025SVREC_2508,,2594.745007,2790.1353418412277,0.929971019,0.60652921
2025SVREC,2508,2025SVREC_2508,,768.4490157,803.8460190448537,0.955965443,0.606439828
2025SVREC,2508,2025SVREC_2508,,3773.012363,3926.1512240482953,0.96099517,0.871102495
2025SVREC,2508,2025SVREC_2508,,1865.369791,2002.6570936117594,0.931447424,0.696282964
2025SVREC,2508,2025SVREC_2508,,2710.101018,2907.214688805419,0.932198447,0.797749741
2025SVREC,2508,2025SVREC_2508,,1461.762195,1607.3700460406649,0.909412365,0.60126496
2025SVREC,2508,2025SVREC_2508,,3084.158249,3221.9849274775042,0.957223053,0.731873174
2025SVREC,2508,2025SVREC_2508,,1598.804974,1700.328206245392,0.940291979,0.56995666
2025SVREC,2508,2025SVREC_2508,,1855.088943,1934.8219736443198,0.958790508,0.595839241
2025SVREC,2508,2025SVREC_2508,,1670.020261,1788.5249977467536,0.933741638,0.636787311
2025SVREC,2508,2025SVREC_2508,,2690.27996,2824.5519811738695,0.952462542,0.657710791
2025SVREC,2508,2025SVREC_2508,,1619.976234,1744.0102837484135,0.928879978,0.532171874
2025SVREC,2508,2025SVREC_2508,,2387.353563,2455.3744326001574,0.97229715,0.680034945
2025SVREC,2508,2025SVREC_2508,,2783.167467,3106.242506794327,0.895991688,0.625631641
2025SVREC,2508,2025SVREC_2508,,2265.819234,2473.6636038288416,0.915977108,0.576994384
2025SVREC,2508,2025SVREC_2508,,1913.748968,2052.7946458890533,0.932265179,0.488699256
2025SVREC,2508,2025SVREC_2508,,3045.97801,3119.4963247403057,0.976432633,0.585283276
2025SVREC,2508,2025SVREC_2508,,1790.669627,1956.371999444808,0.915301194,0.721624426
2025SVREC,2508,2025SVREC_2508,,2386.692145,2447.316320917609,0.975228304,0.614700911
2025SVREC,2508,2025SVREC_2508,,3578.343624,3988.4333476895345,0.897180249,0.693364282
2025SVREC,2508,2025SVREC_2508,,2509.529215,2734.1932538851433,0.91783169,0.687808874
2025SVREC,2508,2025SVREC_2508,,4773.547628,5051.9124924312555,0.944899112,0.826774449
2025SVREC,2508,2025SVREC_2508,,3534.769157,3731.1112173811302,0.947377055,0.642656254
2025SVREC,2508,2025SVREC_2508,,2971.123007,3083.710684080427,0.963489546,0.769926003
2025SVREC,2508,2025SVREC_2508,,2238.476234,2381.7724003265844,0.939836331,0.805854404
2025SVREC,2508,2025SVREC_2508,,1579.027463,1727.8782190288728,0.913853445,0.674206912
2025SVREC,2508,2025SVREC_2508,,3369.27511,3484.9466543277704,0.966808231,0.75576062
2025SVREC,2508,2025SVREC_2508,,2969.752257,3320.1530080073153,0.894462469,0.727317406
2025SVREC,2508,2025SVREC_2508,,1275.284905,1333.1629395099421,0.956585926,0.67423726
2025SVREC,2508,2025SVREC_2508,,2581.408633,2806.975564091545,0.919640579,0.686830894
2025SVREC,2508,2025SVREC_2508,,3143.051181,3297.523023818947,0.953155189,0.702687203
2025SVREC,2508,2025SVREC_2508,,695.8277319,739.7551604538511,0.940618963,0.704028404
2025SVREC,2508,2025SVREC_2508,,3387.434271,3586.548991089116,0.944482922,0.765488055
2025SVREC,2508,2025SVREC_2508,,2993.328788,3148.6884979653173,0.950658914,0.726255153
2025SVREC,2508,2025SVREC_2508,,2255.368542,2605.0071673520315,0.865782087,0.595407759
2025SVREC,2508,2025SVREC_2508,,2784.909737,2872.8856754889907,0.969377153,0.653869259
2025SVREC,2508,2025SVREC_2508,,1309.150182,1379.9762354875238,0.948675889,0.597475188
2025SVREC,2508,2025SVREC_2508,,2816.462622,2902.9691668929763,0.970200667,0.642496245
2025SVREC,2508,2025SVREC_2508,,2030.880978,2155.5862627196952,0.942147857,0.694670453
2025SVREC,2508,2025SVREC_2508,,3419.403639,3562.1195713553175,0.959935109,0.683730581
2025SVREC,2508,2025SVREC_2508,,4380.581189,4545.187457171507,0.963784493,0.855750061
2025SVREC,2508,2025SVREC_2508,,3441.074419,3515.789840048917,0.97874861,0.635561505
2025SVREC,2508,2025SVREC_2508,,2659.185952,2737.570467744181,0.971367124,0.658887677
2025SVREC,2508,2025SVREC_2508,,2430.949803,2539.352021136294,0.957311071,0.603593043
2025SVREC,2508,2025SVREC_2508,,2690.090671,2908.107280314478,0.925031442,0.575777396
2025SVREC,2508,2025SVREC_2508,,2603.989941,2705.1655482161173,0.962599107,0.647110213
2025SVREC,2508,2025SVREC_2508,,1912.609708,1981.4099172523142,0.965277145,0.666139715
2025SVREC,2508,2025SVREC_2508,,2998.788242,3185.570207373424,0.941366238,0.53173153
2025SVREC,2508,2025SVREC_2508,,2361.481083,2597.240992856934,0.909226787,0.535254662
2025SVREC,2508,2025SVREC_2508,,2883.439168,3021.9129879297166,0.954176768,0.600796118
2025SVREC,2508,2025SVREC_2508,,2462.574827,2546.449231954893,0.967062212,0.529187229
2025SVREC,2508,2025SVREC_2508,,2799.471481,2931.4564897638093,0.954976303,0.589763865
2025SVREC,2508,2025SVREC_2508,,3016.169651,3162.71214390639,0.953665561,0.661504848
2025SVREC,2508,2025SVREC_2508,,2269.440225,2350.5849977127878,0.965478903,0.624255668
2025SVREC,2508,2025SVREC_2508,,3168.034137,3251.3582289750275,0.974372528,0.603353326
2025SVREC,2508,2025SVREC_2508,,2826.654888,2972.9564690730417,0.950789195,0.609616907
2025SVREC,2508,2025SVREC_2508,,2513.052333,2576.2601888725167,0.975465267,0.738566553
2025SVREC,2508,2025SVREC_2508,,2872.676589,2958.2470563456422,0.971073928,0.715210444
2025SVREC,2508,2025SVREC_2508,,1846.161177,1914.0904179776787,0.964510955,0.529233789
2025SVREC,2508,2025SVREC_2508,,2343.570962,2495.3970629792248,0.939157538,0.662378455
2025SVREC,2508,2025SVREC_2508,,1048.201836,1107.1718924764536,0.94673812,0.442796783
2025SVREC,2508,2025SVREC_2508,,2818.666219,2965.35014630744,0.950534028,0.646509596
2025SVREC,2508,2025SVREC_2508,,803.707017,827.1490369327053,0.971659255,0.612094395
2025SVREC,2508,2025SVREC_2508,,3466.417947,3597.5701364534143,0.96354423,0.643395608
2025SVREC,2508,2025SVREC_2508,,2668.939889,2761.496423368752,0.966483196,0.735164805
2025SVREC,2508,2025SVREC_2508,,2993.147758,3115.167572801767,0.960830417,0.630692366
2025SVREC,2508,2025SVREC_2508,,2557.22489,2665.8186383839393,0.95926439,0.637431843
2025SVREC,2508,2025SVREC_2508,,2289.4517,2376.158261477722,0.96350977,0.567362739
2025SVREC,2508,2025SVREC_2508,,2951.346865,3025.516550028276,0.975485282,0.581347094
2025SVREC,2508,2025SVREC_2508,,3095.167323,3208.0229294553687,0.964820823,0.887016605
2025SVREC,2508,2025SVREC_2508,,2509.54794,2584.9851586265127,0.970817156,0.68299342
2025SVREC,2508,2025SVREC_2508,,3248.797292,3419.511071756762,0.950076553,0.639076638
2025SVREC,2508,2025SVREC_2508,,1519.730411,1558.4742619347114,0.975139884,0.771032114
2025SVREC,2508,2025SVREC_2508,,2719.295516,2844.070937456609,0.95612788,0.606674483
2025SVREC,2508,2025SVREC_2508,,2606.091487,2742.5017842604834,0.950260635,0.65144152
2025SVREC,2508,2025SVREC_2508,,2929.956405,3069.1345100873205,0.954652328,0.909751236
2025SVREC,2508,2025SVREC_2508,,2865.285673,2945.830051587743,0.972658172,0.543900777
2025SVREC,2508,2025SVREC_2508,,2167.412474,2408.0068881266106,0.900085662,0.785224635
2025SVREC,2508,2025SVREC_2508,,1236.332293,1295.6326003017625,0.954230615,0.625865736
2025SVREC,2508,2025SVREC_2508,,3176.49856,3373.311981680065,0.941655731,0.732088248
2025SVREC,2508,2025SVREC_2508,,1826.545564,1919.132045667605,0.951756065,0.933393413
2025SVREC,2511,2025SVREC_2511,,2325.154792,2402.2644044855483,0.96790128,0.845613939
2025SVREC,2511,2025SVREC_2511,,1528.225394,1569.6795590637346,0.973590683,0.700509829
2025SVREC,2511,2025SVREC_2511,,1036.705109,1677.198295131724,0.618117197,0.573335882
2025SVREC,2511,2025SVREC_2511,,1502.332216,1584.4650635708704,0.948163674,0.670521177
2025SVREC,2511,2025SVREC_2511,,391.272537,406.7377960286122,0.961977325,0.59018047
2025SVREC,2511,2025SVREC_2511,,1872.940273,2002.5214152384965,0.935291008,0.53010275
2025SVREC,2511,2025SVREC_2511,,1576.87656,1658.430280325727,0.950824752,0.669293701
2025SVREC,2511,2025SVREC_2511,,2503.90748,2617.008100875828,0.956782472,0.721663844
2025SVREC,2511,2025SVREC_2511,,1678.749208,1753.8021063365982,0.957205606,0.582115993
2025SVREC,2511,2025SVREC_2511,,1812.396389,2037.4001733192038,0.889563284,0.649312002
2025SVREC,2511,2025SVREC_2511,,2736.035001,2922.0659949133633,0.9363358,0.657156898
2025SVREC,2511,2025SVREC_2511,,1956.52151,2098.95101106705,0.932142532,0.730891937
2025SVREC,2511,2025SVREC_2511,,1521.875312,1635.9652671941558,0.930261383,0.817436906
2025SVREC,2511,2025SVREC_2511,,2069.825235,2161.254597195248,0.957696163,0.842540758
2025SVREC,2511,2025SVREC_2511,,1874.512387,2014.6858406556667,0.930424163,0.585613633
2025SVREC,2511,2025SVREC_2511,,2020.321322,2529.285379685327,0.798771597,0.702905675
2025SVREC,2511,2025SVREC_2511,,2953.311024,3102.6760911606098,0.951859278,0.668013983
2025SVREC,2511,2025SVREC_2511,,758.4702756,1010.1582290754137,0.75084304,0.580243211
2025SVREC,2511,2025SVREC_2511,,890.6964543,949.3955484018151,0.938172141,0.640116707
2025SVREC,2511,2025SVREC_2511,,2239.810688,2373.25376579076,0.943772099,0.672100707
2025SVREC,2511,2025SVREC_2511,,2687.342616,2910.514222230245,0.923322276,0.600928454
2025SVREC,2511,2025SVREC_2511,,1628.155608,1701.9215690886156,0.95665725,0.720506039
2025SVREC,2511,2025SVREC_2511,,1375.165306,2404.3919579060776,0.571938906,0.345548739
2025SVREC,2511,2025SVREC_2511,,385.4772422,413.53730222944995,0.932146242,0.677223297
2025SVREC,2511,2025SVREC_2511,,1785.13405,inf,0.0,0.21769129
2025SVREC,2511,2025SVREC_2511,,1747.971721,1933.7439390099685,0.903931325,0.832714465
2025SVREC,2511,2025SVREC_2511,,3403.343504,3620.7916221512764,0.939944592,0.905751584
2025SVREC,2511,2025SVREC_2511,,739.1886691,1756.9261227362006,0.420728373,0.424081911
2025SVREC,2511,2025SVREC_2511,,870.0327444,941.5958846977285,0.923998032,0.734780828
2025SVREC,2511,2025SVREC_2511,,1973.810904,4042.002236870753,0.48832504,0.470750191
2025SVREC,2511,2025SVREC_2511,,1038.705543,1100.3379460164203,0.943987751,0.677733788
2025SVREC,2511,2025SVREC_2511,,632.0931198,742.1946885335109,0.85165406,0.580756857
2025SVREC,2511,2025SVREC_2511,,1784.273694,1922.8978725563536,0.927908715,0.536923749
2025SVREC,2511,2025SVREC_2511,,2524.557327,2924.352635136815,0.863287586,0.696867062
2025SVREC,2511,2025SVREC_2511,,2036.822547,2159.0988024327676,0.943366994,0.63287372
2025SVREC,2511,2025SVREC_2511,,1136.439178,1277.3358450648093,0.889694893,0.704100551
2025SVREC,2511,2025SVREC_2511,,2910.348929,3083.4535127709455,0.943860161,0.723717984
2025SVREC,2511,2025SVREC_2511,,2533.742318,2610.8843530208856,0.970453676,0.665437864
2025SVREC,2511,2025SVREC_2511,,2183.377569,2304.9143837385946,0.947270573,0.746340267
2025SVREC,2511,2025SVREC_2511,,3052.900903,3226.5021885980686,0.946195206,0.848350808
2025SVREC,2511,2025SVREC_2511,,2304.138756,2418.2107050337554,0.952827953,0.701845743
2025SVREC,2511,2025SVREC_2511,,2889.22004,2978.418967275849,0.970051585,0.718940325
2025SVREC,2511,2025SVREC_2511,,1543.651239,1648.8312055245924,0.936209379,0.604714044
2025SVREC,2511,2025SVREC_2511,,2813.400014,3052.2358119752535,0.921750542,0.572076007
2025SVREC,2511,2025SVREC_2511,,2189.591103,2302.840024653488,0.950822063,0.616993964
2025SVREC,2511,2025SVREC_2511,,1926.893557,2006.0153500424738,0.960557733,0.627545041
2025SVREC,2511,2025SVREC_2511,,2832.285865,2935.932834693289,0.964697091,0.645637034
2025SVREC,2511,2025SVREC_2511,,2548.018149,2627.1214889832077,0.969889729,0.427572837
2025SVREC,2511,2025SVREC_2511,,2640.841655,2805.002773332643,0.941475595,0.609939924
2025SVREC,2511,2025SVREC_2511,,420.7584886,432.87799948090463,0.972002479,0.564074599
2025SVREC,2511,2025SVREC_2511,,2797.915498,2947.8182182878304,0.949147909,0.374040589
2025SVREC,2511,2025SVREC_2511,,2556.080205,2730.034973117866,0.936281121,0.629093491
2025SVREC,2511,2025SVREC_2511,,2852.4227,2984.9049949209248,0.955615909,0.600600847
2025SVREC,2511,2025SVREC_2511,,1802.101858,1901.206024435763,0.947873,0.598767788
2025SVREC,2511,2025SVREC_2511,,2732.800917,2843.9418014188395,0.960920127,0.754915884
2025SVREC,2511,2025SVREC_2511,,1828.240157,1913.3727220187411,0.955506544,0.807595697
2025SVREC,2511,2025SVREC_2511,,2456.400591,2697.909765257667,0.910482857,0.57709215
2025SVREC,2511,2025SVREC_2511,,1747.140004,1812.2085498522983,0.964094339,0.722507371
2025SVREC,2511,2025SVREC_2511,,2558.058095,2637.2238387921516,0.969981409,0.66299776
2025SVREC,2511,2025SVREC_2511,,1659.803481,4546.187646741812,0.365097882,0.367256637
2025SVREC,2511,2025SVREC_2511,,2113.423877,2179.8595075275452,0.969522976,0.669906358
2025SVREC,2511,2025SVREC_2511,,2970.649414,3100.7566223418103,0.958040174,0.725319428
2025SVREC,2511,2025SVREC_2511,,1322.875456,1504.0800061251268,0.87952466,0.541913148
2025SVREC,2511,2025SVREC_2511,,2257.00192,2361.3831475832253,0.955796573,0.775793326
2025SVREC,2511,2025SVREC_2511,,1053.210572,1446.5265989920597,0.728096236,0.563011903
2025SVREC,2511,2025SVREC_2511,,2249.325043,2311.860138444562,0.972950312,0.768991741
2025SVREC,2511,2025SVREC_2511,,2025.135827,2133.2711271058847,0.9493101,0.890951783
2025SVREC,2511,2025SVREC_2511,,1907.062824,2015.6232288736958,0.946140527,0.85830899
2025SVREC,2511,2025SVREC_2511,,514.2705109,553.0829991991151,0.929825201,0.62737601
2025SVREC,2511,2025SVREC_2511,,1571.877763,1658.650011830513,0.947685016,0.895063077
2025SVREC,2511,2025SVREC_2511,,1738.380161,1878.0818158840136,0.925614713,0.81105802
2025SVREC,2511,2025SVREC_2511,,1477.371183,1569.570999565453,0.941257951,0.81694832
2025SVREC,2512,2025SVREC_2512,,1008.883234,1523.7113927457706,0.662122262,0.490400109
2025SVREC,2512,2025SVREC_2512,,3065.907768,3274.5114953405864,0.936294703,0.911481947
2025SVREC,2512,2025SVREC_2512,,2324.833157,2462.116029384148,0.944241916,0.811167235
2025SVREC,2512,2025SVREC_2512,,2062.873656,2170.5276491311824,0.950401925,0.608268254
2025SVREC,2512,2025SVREC_2512,,2084.190513,2330.473815974309,0.894320502,0.557163926
2025SVREC,2512,2025SVREC_2512,,1965.537738,2073.0717706860405,0.948128167,0.679106719
2025SVREC,2512,2025SVREC_2512,,2725.236989,2829.042282102913,0.963307267,0.656089569
2025SVREC,2512,2025SVREC_2512,,1732.687536,1836.591212751876,0.943425801,0.666220535
2025SVREC,2512,2025SVREC_2512,,2588.008978,2669.755552809747,0.969380502,0.620177474
2025SVREC,2512,2025SVREC_2512,,2317.118542,2423.1105844191443,0.95625786,0.713322045
2025SVREC,2512,2025SVREC_2512,,2199.739845,2350.1329310125075,0.936006562,0.716380817
2025SVREC,2512,2025SVREC_2512,,1787.181222,1896.3006877350695,0.942456665,0.671645859
2025SVREC,2512,2025SVREC_2512,,1312.796236,1758.9981898827696,0.746331772,0.526459282
