Site,Trial,Block,Entry,Yield,HA_Mean,sum_distances_div2,variance_distance
SVREC_2025,2506,3,31,2744.184175,0.979185652,9.0993566635,0.004449760446063956
SVREC_2025,2506,3,12,2369.761955,0.974863747,8.7561892615,0.004751582810491407
SVREC_2025,2506,3,13,3213.617054,0.969161791,8.6099641965,0.002851696189778066
SVREC_2025,2506,3,18,2718.812908,0.941980642,8.9493562275,0.0026941122198170823
SVREC_2025,2506,3,21,3409.280656,0.951769895,8.853164716,0.0023881038511534736
SVREC_2025,2506,3,6,1732.469752,0.962249362,8.7121142225,0.003065734636394474
SVREC_2025,2506,3,4,2588.577684,0.975920964,9.2785916655,0.002906897458682297
SVREC_2025,2506,3,27,2444.191233,0.874826832,8.786747266,0.006235007791296758
SVREC_2025,2506,3,10,2022.518341,0.976103678,8.6425700805,0.0028592724343567957
SVREC_2025,2506,3,30,2422.879393,0.955784793,8.8200981675,0.002490358731897786
SVREC_2025,2506,3,1,1781.039706,0.975375923,8.4709626015,0.003338634744187967
SVREC_2025,2506,3,32,1674.728659,0.964294177,8.834916141,0.003541462267054342
SVREC_2025,2506,3,17,2666.653548,0.947687877,8.5533908185,0.002450397099760324
SVREC_2025,2506,3,11,2280.140786,0.973426166,8.478060512499999,0.003025173143594959
SVREC_2025,2506,3,22,2807.184847,0.97333309,9.148167539,0.0019790422475209593
SVREC_2025,2506,3,5,2314.348497,0.981517261,8.7636868745,0.0029300206163718045
SVREC_2025,2506,3,7,2334.149126,0.837258047,7.8486638805,0.005348310287460851
SVREC_2025,2506,3,25,3424.735935,0.963457087,8.618455772,0.0026722017331116802
SVREC_2025,2506,3,9,3260.967496,0.974991342,9.154514199,0.002333276217100236
SVREC_2025,2506,3,2,2230.636643,0.976032952,8.506763028,0.0023554751456471247
SVREC_2025,2506,3,16,2051.004417,0.930461886,8.347159597000001,0.002504605661620749
SVREC_2025,2506,3,28,2832.596025,0.971163486,8.7646266835,0.0023221092164447863
SVREC_2025,2506,3,3,2634.826772,0.970598957,8.887550885,0.002386172655598041
SVREC_2025,2506,3,20,3296.814625,0.956549474,8.7282792415,0.002733802276341401
SVREC_2025,2506,3,14,2844.006952,0.911745407,8.1576620545,0.002799258457099546
SVREC_2025,2506,3,23,3290.930286,0.962217038,9.000797329,0.0024554863084851825
SVREC_2025,2506,3,19,2638.833244,0.898279444,7.657419071,0.0032672148000784493
SVREC_2025,2506,3,29,2781.860764,0.968209989,9.0096644785,0.002269899240651092
SVREC_2025,2506,3,24,3153.260851,0.964366433,7.85512073,0.0023032104630071413
SVREC_2025,2506,3,8,1773.086422,0.922064667,8.050702521,0.002969698746431596
SVREC_2025,2507,1,7,2344.406616,0.976030331,4.557830687,0.0018909556450464819
SVREC_2025,2507,1,4,2077.180766,0.9366468,4.089367998,0.0038277793746905294
SVREC_2025,2507,1,2,2361.947859,0.977962889,4.562183982,0.0018757127445150526
SVREC_2025,2507,1,13,2452.415306,0.976433493,4.4366167955,0.002035525260829601
SVREC_2025,2507,1,10,2153.540906,0.952412197,4.407561277,0.0018011624152423453
SVREC_2025,2507,1,14,2125.523094,0.982337823,4.742474954,0.0017871326961269344
SVREC_2025,2507,1,15,3206.754033,0.976761565,4.576336394,0.0021843027750424924
SVREC_2025,2507,1,5,3179.34192,0.951005231,4.447297119,0.0022010977831293816
SVREC_2025,2507,1,17,1864.803342,0.984125248,4.5945226335000005,0.001193500982982968
SVREC_2025,2507,1,16,2427.870967,0.841954652,3.6569794165,0.004447657868390355
SVREC_2025,2507,1,1,3637.659809,0.964167244,4.195330353,0.0020461046159145255
SVREC_2025,2507,1,9,3237.330949,0.97076567,4.60015046,0.0018468356878502531
SVREC_2025,2507,1,3,3027.637795,0.976030331,4.617696525,0.0019510033152018635
SVREC_2025,2507,1,11,2706.928246,0.971144732,4.632138139,0.0019323616031067295
SVREC_2025,2507,1,8,3058.463847,0.977309178,4.1997120785,0.0026819300312845556
SVREC_2025,2507,1,18,2389.523334,0.956421893,4.5138559315,0.005068721436775031
SVREC_2025,2507,1,12,2542.741046,0.952994569,4.0181077335,0.0024237101579352247
SVREC_2025,2507,1,6,2946.654936,0.95477909,4.3634865945,0.002879105272116107
SVREC_2025,2507,2,10,2261.974241,0.976942146,4.451361216,0.002259768223893566
SVREC_2025,2507,2,4,2422.754129,0.957091559,4.416916814,0.002568625881631349
SVREC_2025,2507,2,15,2594.780464,0.982337823,4.480010116,0.0026412042354157263
SVREC_2025,2507,2,17,2261.974241,0.978618691,4.6700608945,0.0018522261590128704
SVREC_2025,2507,2,2,3227.376944,0.948383334,4.236082065,0.002259849890438048
SVREC_2025,2507,2,3,3176.49856,0.977998943,4.661540578,0.002626529360914994
SVREC_2025,2507,2,16,3230.269349,0.939612118,4.1788884945,0.004579874276598979
SVREC_2025,2507,2,8,3900.090311,0.945499617,4.156395381,0.0021294882357821227
SVREC_2025,2507,2,12,2792.300653,0.982975155,4.3723736330000005,0.0015084642224687623
SVREC_2025,2507,2,14,3413.760323,0.973861213,4.34127565,0.001833106652409833
SVREC_2025,2507,2,7,3351.095929,0.913026045,4.233770281,0.0032985271686882716
SVREC_2025,2507,2,9,3667.922028,0.969886985,4.310502404,0.003868344413225762
SVREC_2025,2507,2,18,2981.609324,0.96950586,4.739937597,0.002019995785229098
SVREC_2025,2507,2,13,3239.515532,0.956329172,4.5237490565,0.004742270080425838
SVREC_2025,2507,2,1,3814.185616,0.973827142,4.393648203,0.0030743967670792526
SVREC_2025,2507,2,11,3120.793595,0.980333904,4.6680977745,0.002051274672001982
SVREC_2025,2507,2,6,3809.356395,0.951591149,4.3016141575,0.002568704359739514
SVREC_2025,2507,2,5,3959.961974,0.968231113,4.5040862515,0.002390841251602363
SVREC_2025,2507,3,8,3535.638972,0.983651077,4.592087547,0.001712169927752745
SVREC_2025,2507,3,16,2984.761763,0.960901899,4.0841635,0.0027882524936803576
SVREC_2025,2507,3,12,3144.866766,0.980826362,4.5091086345,0.0014651884466158505
SVREC_2025,2507,3,13,3230.458637,0.973408909,4.9211460995,0.002395538531549849
SVREC_2025,2507,3,18,2768.22064,0.950292558,4.49921836,0.005815853826567947
SVREC_2025,2507,3,1,3512.408297,0.973061641,4.3559916815,0.0018377538260189177
SVREC_2025,2507,3,14,2176.966391,0.986494368,4.5503319515,0.0014619085102806659
SVREC_2025,2507,3,9,3106.249664,0.964347557,4.547360942,0.00248844616633622
SVREC_2025,2507,3,7,2167.438352,0.978365867,4.654476975,0.002120188293468165
SVREC_2025,2507,3,17,2006.143629,0.970636483,4.318109942,0.002419908743600368
SVREC_2025,2507,3,2,2634.010227,0.970637553,4.6031841435,0.0018597821151635923
SVREC_2025,2507,3,3,2646.860668,0.971291604,4.613617599,0.003612445726850607
SVREC_2025,2507,3,15,2430.593336,0.9669893,4.40803452,0.003185779318341292
SVREC_2025,2507,3,4,2172.923564,0.95264827,4.3650074745,0.005308676479015264
SVREC_2025,2507,3,10,1858.67138,0.974573491,4.647513059,0.0022498431304824196
SVREC_2025,2507,3,6,2769.882658,0.979092235,4.614334895,0.002330612380097239
SVREC_2025,2507,3,5,2713.396413,0.977637238,4.7193471475,0.0033640291032456244
SVREC_2025,2507,3,11,2704.765316,0.966077906,4.5687579865,0.003325778071825743
SVREC_2025,2507,4,6,2689.185712,0.976926021,4.5558434165,0.00243865252649494
SVREC_2025,2507,4,12,2783.167467,0.989136379,4.7597645715,0.0014509433541180616
SVREC_2025,2507,4,18,1985.150567,0.970638088,4.4283255975,0.004150419083441178
SVREC_2025,2507,4,5,2751.199587,0.97300647,4.5412459745,0.0016277602804521325
SVREC_2025,2507,4,17,2334.372383,0.9744473,4.4129207919999995,0.002091073057399287
SVREC_2025,2507,4,15,2625.561456,0.97579381,4.5985839649999996,0.0024356144848690924
SVREC_2025,2507,4,4,2470.45967,0.975448829,4.3428762125,0.002063965462999923
SVREC_2025,2507,4,2,2933.355147,0.95829916,4.4088929535,0.002510207347484337
SVREC_2025,2507,4,7,2990.443153,0.976104549,4.6278805965,0.0025631588115957917
SVREC_2025,2507,4,11,2701.607452,0.979695617,4.5012891244999995,0.001431731739963947
SVREC_2025,2507,4,8,3288.712886,0.976067223,4.4876904625,0.003186732084706773
SVREC_2025,2507,4,3,3071.310327,0.979513351,4.6349791825,0.002574903892353591
SVREC_2025,2507,4,10,2634.316305,0.967994168,4.2107117515,0.0028337471935299405
SVREC_2025,2507,4,13,3058.737277,0.965880509,4.67982041,0.0031300687776639243
SVREC_2025,2507,4,14,2689.185712,0.984142896,4.6042353395,0.0014071931611580033
SVREC_2025,2507,4,1,3436.068249,0.947272495,4.2302603925,0.003684909523183968
SVREC_2025,2507,4,9,3100.540858,0.963527997,4.538562218,0.0012127263143790381
SVREC_2025,2507,4,16,2846.577972,0.956874396,4.2306458985,0.0017039873627918314
SVREC_2025,2508,1,13,1289.881122,0.907748674,3.967317447,0.007516186679300924
SVREC_2025,2508,1,32,600.1859756,0.980371072,4.5915417375,0.001326329689007853
SVREC_2025,2508,1,2,1978.094344,0.958353078,3.9664018275,0.0022321794842606137
SVREC_2025,2508,1,10,1318.981563,0.95149825,3.91757081,0.002617090987271299
SVREC_2025,2508,1,4,2621.376632,0.971549383,4.0331848405,0.0008848550498387263
SVREC_2025,2508,1,19,2020.144397,0.835341292,3.3716674535,0.007383496456476605
SVREC_2025,2508,1,18,2683.942433,0.973332604,4.189232703,0.0017935310646056738
SVREC_2025,2508,1,14,2274.863021,0.956910065,4.1613976655,0.0022718856006340733
SVREC_2025,2508,1,21,2707.977626,0.94415485,3.9229299395,0.0027665005788336887
SVREC_2025,2508,1,12,2527.711134,0.974244937,4.4991296985,0.0024859434704300985
SVREC_2025,2508,1,5,2436.786417,0.945504584,3.947999046,0.002472508608572143
SVREC_2025,2508,1,17,2588.438976,0.967754284,4.1018755625,0.0015943861392439668
SVREC_2025,2508,1,15,2594.745007,0.929971019,3.9412692275,0.002428936574759424
SVREC_2025,2508,1,29,768.4490157,0.955965443,3.8793580945,0.0034598596655398307
SVREC_2025,2508,1,25,3773.012363,0.96099517,4.6433673995,0.0029885465281675036
SVREC_2025,2508,1,27,1865.369791,0.931447424,4.1968485175,0.002313649681042016
SVREC_2025,2508,1,20,2710.101018,0.932198447,4.041155088,0.0024688907987846917
SVREC_2025,2508,1,30,1461.762195,0.909412365,3.8774554145,0.0037420311618615435
SVREC_2025,2508,1,9,3084.158249,0.957223053,4.3157294035,0.003299370705295735
SVREC_2025,2508,1,8,1598.804974,0.940291979,3.8337674985,0.0028840580853297733
SVREC_2025,2508,1,3,1855.088943,0.958790508,3.7276112125,0.0017519599699171529
SVREC_2025,2508,1,11,1670.020261,0.933741638,3.8458133675,0.0013868510466184415
SVREC_2025,2508,1,26,2690.27996,0.952462542,4.2426300965,0.0014361983521171378
SVREC_2025,2508,1,24,1619.976234,0.928879978,4.075688539,0.002712326131231667
SVREC_2025,2508,1,22,2387.353563,0.97229715,4.262069364,0.0020299226335261785
SVREC_2025,2508,1,16,2783.167467,0.895991688,3.667159257,0.002889310757284035
SVREC_2025,2508,1,1,2265.819234,0.915977108,4.16180198,0.006661400316869708
SVREC_2025,2508,1,6,1913.748968,0.932265179,3.9463803835,0.002150807502837744
SVREC_2025,2508,1,23,3045.97801,0.976432633,4.280777325,0.002021820470662724
SVREC_2025,2508,1,28,1790.669627,0.915301194,3.9810988985,0.0022765161862741954
SVREC_2025,2508,1,7,2386.692145,0.975228304,4.4234072005,0.003411618043915594
SVREC_2025,2508,2,18,3578.343624,0.897180249,3.8018281445,0.0055787754398987
SVREC_2025,2508,2,20,2509.529215,0.91783169,3.803123744,0.0071773063991345315
SVREC_2025,2508,2,25,4773.547628,0.944899112,4.3601882419999995,0.0025100134054266286
SVREC_2025,2508,2,26,3534.769157,0.947377055,4.182548617,0.0016860619013335067
SVREC_2025,2508,2,22,2971.123007,0.963489546,4.1241041525,0.0018075722514176707
SVREC_2025,2508,2,10,2238.476234,0.939836331,4.137830382,0.0019773595621246924
SVREC_2025,2508,2,28,1579.027463,0.913853445,4.1141588305,0.0020627826941669483
SVREC_2025,2508,2,12,3369.27511,0.966808231,4.1235250455,0.002494256901854801
SVREC_2025,2508,2,9,2969.752257,0.894462469,3.9268760385,0.0015031904603271936
SVREC_2025,2508,2,29,1275.284905,0.956585926,4.191333518,0.0029535410366617106
SVREC_2025,2508,2,11,2581.408633,0.919640579,3.8532681825,0.002055112859783223
SVREC_2025,2508,2,4,3143.051181,0.953155189,4.240454744,0.0032605178921623554
SVREC_2025,2508,2,32,695.8277319,0.940618963,4.400255555,0.0013224229302266901
SVREC_2025,2508,2,14,3387.434271,0.944482922,4.1827832135,0.0022568773591493873
SVREC_2025,2508,2,6,2993.328788,0.950658914,4.2050206355,0.0020984414288728985
SVREC_2025,2508,2,19,2255.368542,0.865782087,3.6053432165,0.009383892633395683
SVREC_2025,2508,2,2,2784.909737,0.969377153,4.1648555165,0.003006587549418824
SVREC_2025,2508,2,30,1309.150182,0.948675889,3.962679884,0.001732599430278817
SVREC_2025,2508,2,7,2816.462622,0.970200667,4.266981434,0.0017415842348709291
SVREC_2025,2508,2,13,2030.880978,0.942147857,4.011025549,0.0017578264535180108
SVREC_2025,2508,2,24,3419.403639,0.959935109,4.30408202,0.0029736447668656514
SVREC_2025,2508,2,17,4380.581189,0.963784493,4.2877710885,0.002680192826958197
SVREC_2025,2508,2,23,3441.074419,0.97874861,4.645046482,0.0015633778712198405
SVREC_2025,2508,2,15,2659.185952,0.971367124,4.1772489685,0.0017216055485961795
SVREC_2025,2508,2,3,2430.949803,0.957311071,4.053124168,0.002934428189910314
SVREC_2025,2508,2,16,2690.090671,0.925031442,3.6718446510000002,0.0036328950753349376
SVREC_2025,2508,2,5,2603.989941,0.962599107,4.166839318,0.002169660282615925
SVREC_2025,2508,2,8,1912.609708,0.965277145,4.1575419005,0.003632908487562365
SVREC_2025,2508,2,21,2998.788242,0.941366238,3.9747127715,0.003485388299370387
SVREC_2025,2508,2,27,2361.481083,0.909226787,4.118045004,0.006059556876213484
SVREC_2025,2508,2,1,2883.439168,0.954176768,4.1788594465,0.00571396811897891
SVREC_2025,2508,3,26,2462.574827,0.967062212,4.5984880975,0.004920672166474711
SVREC_2025,2508,3,15,2799.471481,0.954976303,4.426206567,0.0023675966850196612
SVREC_2025,2508,3,12,3016.169651,0.953665561,4.246273512,0.0025252059082006926
SVREC_2025,2508,3,13,2269.440225,0.965478903,4.325097026,0.002811643828746384
SVREC_2025,2508,3,18,3168.034137,0.974372528,4.5219770675,0.0016056798528262053
SVREC_2025,2508,3,21,2826.654888,0.950789195,4.3207485875,0.0039811802692267225
SVREC_2025,2508,3,6,2513.052333,0.975465267,4.797726676,0.002870639312722139
SVREC_2025,2508,3,4,2872.676589,0.971073928,4.3506066705,0.001960155885884154
SVREC_2025,2508,3,27,1846.161177,0.964510955,4.2211425355,0.0012840615102491688
SVREC_2025,2508,3,10,2343.570962,0.939157538,4.0615377195,0.004633239801414999
SVREC_2025,2508,3,30,1048.201836,0.94673812,3.748021897,0.0020739803319879575
SVREC_2025,2508,3,1,2818.666219,0.950534028,4.2805463545,0.003910257797257107
SVREC_2025,2508,3,32,803.707017,0.971659255,4.4544868125,0.0016323189950776488
SVREC_2025,2508,3,17,3466.417947,0.96354423,4.458303107,0.0025538015454597434
SVREC_2025,2508,3,11,2668.939889,0.966483196,4.503347573,0.00258400700635343
SVREC_2025,2508,3,22,2993.147758,0.960830417,4.292523073,0.0025426618579415714
SVREC_2025,2508,3,5,2557.22489,0.95926439,4.3261390685,0.0035180363112120696
SVREC_2025,2508,3,7,2289.4517,0.96350977,4.286887709,0.003395782898798943
SVREC_2025,2508,3,25,2951.346865,0.975485282,4.471088134,0.002735371689318678
SVREC_2025,2508,3,9,3095.167323,0.964820823,4.462260036,0.002597163074265598
SVREC_2025,2508,3,2,2509.54794,0.970817156,4.4261716595,0.0019461206931934434
SVREC_2025,2508,3,16,3248.797292,0.950076553,4.000118156,0.0029101655133382505
SVREC_2025,2508,3,28,1519.730411,0.975139884,4.322826896,0.002338743092317918
SVREC_2025,2508,3,3,2719.295516,0.95612788,4.014980417,0.003018717536191211
SVREC_2025,2508,3,20,2606.091487,0.950260635,4.2076013675,0.0033108645625589757
SVREC_2025,2508,3,14,2929.956405,0.954652328,4.260668617,0.0023500789915216827
SVREC_2025,2508,3,23,2865.285673,0.972658172,4.344169432,0.0014279448263509527
SVREC_2025,2508,3,19,2167.412474,0.900085662,3.86094199,0.004639500220682402
SVREC_2025,2508,3,29,1236.332293,0.954230615,4.173091387,0.002848864839653744
SVREC_2025,2508,3,24,3176.49856,0.941655731,4.2852005365,0.002330010088164919
SVREC_2025,2508,3,8,1826.545564,0.951756065,4.318867163,0.0032016910004465837
SVREC_2025,2511,1,18,2325.154792,0.96790128,4.6011664375,0.0030627501525272204
SVREC_2025,2511,1,8,1528.225394,0.973590683,4.506672416,0.0015174574797967
SVREC_2025,2511,1,5,1036.705109,0.618117197,2.927259651,0.02353815080319606
SVREC_2025,2511,1,3,1502.332216,0.948163674,4.4095797455,0.004365621525593854
SVREC_2025,2511,1,19,391.272537,0.961977325,4.1166140024999995,0.003139131679581574
SVREC_2025,2511,1,11,1872.940273,0.935291008,3.656204667,0.002686224693695647
SVREC_2025,2511,1,7,1576.87656,0.950824752,4.218828705,0.001964809761739904
SVREC_2025,2511,1,21,2503.90748,0.956782472,4.2735382515,0.00309295801504104
SVREC_2025,2511,1,13,1678.749208,0.957205606,4.513873744,0.002707677851638809
SVREC_2025,2511,1,9,1812.396389,0.889563284,3.906671386,0.0009762488480062301
SVREC_2025,2511,1,10,2736.035001,0.9363358,3.88530733,0.002459286834609831
SVREC_2025,2511,1,4,1956.52151,0.932142532,4.2390477205,0.004878049713631837
SVREC_2025,2511,1,15,1521.875312,0.930261383,4.2878176315,0.003176775861411952
SVREC_2025,2511,1,1,2069.825235,0.957696163,4.263191576,0.002520386708731806
SVREC_2025,2511,1,23,1874.512387,0.930424163,3.7911325275,0.003346864110664757
SVREC_2025,2511,1,12,2020.321322,0.798771597,3.906485576,0.010793134069990346
SVREC_2025,2511,1,22,2953.311024,0.951859278,4.262047128,0.004184558135257318
SVREC_2025,2511,1,24,758.4702756,0.75084304,3.1582903925,0.012347654548856186
SVREC_2025,2511,1,16,890.6964543,0.938172141,4.0778447270000004,0.005418374841255813
SVREC_2025,2511,1,14,2239.810688,0.943772099,4.0960313125,0.00186075303307655
SVREC_2025,2511,1,17,2687.342616,0.923322276,3.7336674065,0.003916374141306943
SVREC_2025,2511,1,2,1628.155608,0.95665725,4.4961000435,0.003449407462497175
SVREC_2025,2511,1,20,385.4772422,0.932146242,4.0936744695,0.002401029510842711
SVREC_2025,2511,2,1,1747.971721,0.903931325,4.18466736,0.006766898392506875
SVREC_2025,2511,2,21,3403.343504,0.939944592,4.381116049,0.003231676167146893
SVREC_2025,2511,2,19,870.0327444,0.923998032,4.282813018,0.0028280988580204605
SVREC_2025,2511,2,16,1038.705543,0.943987751,4.2417494829999995,0.003806010678722264
SVREC_2025,2511,2,24,632.0931198,0.85165406,3.4029586425,0.004503478894435719
SVREC_2025,2511,2,23,1784.273694,0.927908715,3.929422422,0.0026265188048027427
SVREC_2025,2511,2,14,2524.557327,0.863287586,3.626714531,0.007727323707752656
SVREC_2025,2511,2,9,2036.822547,0.943366994,4.395744797,0.0016939296437196015
SVREC_2025,2511,2,15,1136.439178,0.889694893,3.954218401,0.005444714561632608
SVREC_2025,2511,2,3,2910.348929,0.943860161,4.0647810585,0.0012081275900647109
SVREC_2025,2511,2,18,2533.742318,0.970453676,4.3874080705,0.0013308799875386946
SVREC_2025,2511,2,7,2183.377569,0.947270573,4.3241048840000005,0.0029545886990134606
SVREC_2025,2511,2,22,3052.900903,0.946195206,4.48679209,0.0030680868741441315
SVREC_2025,2511,2,8,2304.138756,0.952827953,4.204644267,0.0016166738613382107
SVREC_2025,2511,2,10,2889.22004,0.970051585,4.306324806,0.0018786309972232706
SVREC_2025,2511,2,2,1543.651239,0.936209379,4.162431466,0.003064311845188881
SVREC_2025,2511,2,17,2813.400014,0.921750542,3.3554504675,0.002021798460738278
SVREC_2025,2511,2,13,2189.591103,0.950822063,4.320845809,0.0019388007351760262
SVREC_2025,2511,2,4,1926.893557,0.960557733,4.7574662895,0.0027833195602933983
SVREC_2025,2511,2,12,2832.285865,0.964697091,4.8402294195,0.005288922290659432
SVREC_2025,2511,2,11,2548.018149,0.969889729,4.4753881115,0.0020236425957922853
SVREC_2025,2511,3,18,2640.841655,0.941475595,4.4961115715,0.0015726415723634323
SVREC_2025,2511,3,20,420.7584886,0.972002479,4.6043183445,0.0020805582915772946
SVREC_2025,2511,3,22,2797.915498,0.949147909,4.146749554,0.0034031913839776672
SVREC_2025,2511,3,21,2556.080205,0.936281121,4.26159924,0.003172470149910323
SVREC_2025,2511,3,17,2852.4227,0.955615909,3.9886510315,0.003664421953054247
SVREC_2025,2511,3,3,1802.101858,0.947873,4.4335775570000004,0.00467215051260111
SVREC_2025,2511,3,10,2732.800917,0.960920127,4.2531728105,0.003054229433045437
SVREC_2025,2511,3,15,1828.240157,0.955506544,4.6186461945,0.0035840375350636566
SVREC_2025,2511,3,11,2456.400591,0.910482857,3.6439503885,0.002456454675021936
SVREC_2025,2511,3,9,1747.140004,0.964094339,4.5167088585,0.0019389365926796983
SVREC_2025,2511,3,23,2558.058095,0.969981409,4.511023903,0.002255905628292457
SVREC_2025,2511,3,13,2113.423877,0.969522976,4.3937026249999995,0.0030015461921485457
SVREC_2025,2511,3,14,2970.649414,0.958040174,4.390481713,0.0020278770320991944
SVREC_2025,2511,3,24,1322.875456,0.87952466,3.63103779,0.010207267468391876
SVREC_2025,2511,3,12,2257.00192,0.955796573,4.4210996824999995,0.004399678789694788
SVREC_2025,2511,3,16,1053.210572,0.728096236,3.078437395,0.005546793638726899
SVREC_2025,2511,3,8,2249.325043,0.972950312,4.5550056445000005,0.002506921136622165
SVREC_2025,2511,3,7,2025.135827,0.9493101,4.4038047135,0.0018840835225253942
SVREC_2025,2511,3,4,1907.062824,0.946140527,4.14406562,0.004527873378051313
SVREC_2025,2511,3,19,514.2705109,0.929825201,4.075103182,0.0031352716630376606
SVREC_2025,2511,3,5,1571.877763,0.947685016,4.4089370885,0.004887855686619438
SVREC_2025,2511,3,2,1738.380161,0.925614713,4.064668748,0.003114295716944493
SVREC_2025,2511,3,1,1477.371183,0.941257951,4.280228003,0.0033504958363865145
SVREC_2025,2512,1,22,1008.883234,0.662122262,3.202064718,0.026215087644370947
SVREC_2025,2512,1,18,3065.907768,0.936294703,4.5927044275,0.0025613035581503276
SVREC_2025,2512,1,7,2324.833157,0.944241916,4.447741204,0.0026280195912985246
SVREC_2025,2512,1,14,2062.873656,0.950401925,4.311754442,0.003125776693133703
SVREC_2025,2512,1,29,2084.190513,0.894320502,3.904929092,0.004830648437240589
SVREC_2025,2512,1,12,1965.537738,0.948128167,4.1308322285,0.003239235777341936
SVREC_2025,2512,1,5,2725.236989,0.963307267,4.49383232,0.003719501250613498
SVREC_2025,2512,1,8,1732.687536,0.943425801,4.354346509,0.0044163040545162485
SVREC_2025,2512,1,13,2588.008978,0.969380502,4.6367575735,0.0027599655092624843
SVREC_2025,2512,1,30,2317.118542,0.95625786,4.471307146,0.002860516126564864
SVREC_2025,2512,1,6,2199.739845,0.936006562,4.181009997,0.005366252137516607
SVREC_2025,2512,1,26,1787.181222,0.942456665,4.716601451,0.004258416160583663
SVREC_2025,2512,1,21,1312.796236,0.746331772,3.4578813905,0.01767163305485745
SVREC_2025,2512,1,20,2996.704436,0.892437251,4.263001663,0.008651802406827112
SVREC_2025,2512,1,11,1623.835054,0.790510736,3.312553505,0.015549279750093783
SVREC_2025,2512,1,3,2813.06088,0.938140196,4.4055949585,0.003697530154070772
SVREC_2025,2512,1,15,3501.200499,0.94521297,4.2646394865,0.005636152370188374
SVREC_2025,2512,1,2,2678.250144,0.952229938,4.491182517,0.003648125191020646
SVREC_2025,2512,1,9,2151.3768,0.914885086,4.08052701,0.00459763526319762
SVREC_2025,2512,1,1,1669.077156,0.939993803,4.109349408,0.002575345912091651
SVREC_2025,2512,1,10,3074.200211,0.949727493,4.3806039955,0.006018608076028831
SVREC_2025,2512,1,32,2240.075955,0.907165382,4.2803865255,0.00801085048551259
SVREC_2025,2512,1,25,1934.842904,0.947868249,4.218239957,0.002822188063980669
SVREC_2025,2512,1,24,2944.788938,0.931231204,4.4519717555,0.007859855015762298
SVREC_2025,2512,2,25,2139.394445,0.936479294,4.3435955045,0.004187271925580042
SVREC_2025,2512,2,11,2209.168283,0.943622179,4.4638453875,0.006951304777820314
SVREC_2025,2512,2,7,2861.898742,0.94719478,4.292982686,0.00500333938181925
SVREC_2025,2512,2,32,1992.238069,0.959353298,4.324276841,0.004434120826785388
SVREC_2025,2512,2,16,3446.033176,0.958169291,4.411250659,0.004276824649843436
SVREC_2025,2512,2,22,3524.013347,0.943351864,4.3022300425,0.0041734744869576824
SVREC_2025,2512,2,9,2514.234492,0.935713765,4.230487959,0.004130608518093566
SVREC_2025,2512,2,3,2132.6733,0.920037184,4.350546416,0.0057462895832951335
SVREC_2025,2512,2,12,2562.936288,0.947016367,4.4107855385,0.0048592464269947575
SVREC_2025,2512,2,27,2556.080205,0.956237241,4.7460232835,0.0037979061758863543
SVREC_2025,2512,2,21,1336.974457,0.817920023,3.9621037494999998,0.00789117842602026
SVREC_2025,2512,2,17,1861.10121,0.939648573,4.54534955,0.00502272481338174
SVREC_2025,2512,2,5,3046.986533,0.964367732,4.4562050345,0.0036702630898068044
SVREC_2025,2512,2,4,2210.07778,0.931326092,4.461974306,0.004925994307585248
SVREC_2025,2512,2,23,3126.543019,0.961470465,4.488368691,0.002545967792234288
SVREC_2025,2512,2,20,3344.770549,0.951335982,4.4647794285,0.003039394654517144
SVREC_2025,2512,2,30,2737.811408,0.953451073,4.3412142945,0.0035480690516583153
SVREC_2025,2512,2,31,2284.978875,0.905079556,4.2263073745,0.006393373953879044
SVREC_2025,2512,2,19,2479.432687,0.971400448,4.353080476,0.002215827872737251
SVREC_2025,2512,2,13,2392.455109,0.959920534,4.7286168115,0.0025403886463019666
SVREC_2025,2512,2,18,2922.590023,0.92838264,4.351985879,0.00468447234172152
SVREC_2025,2512,2,10,2538.309079,0.96152374,4.266756952,0.0033887797763106297
SVREC_2025,2512,2,8,1824.204436,0.956435355,4.5715038845,0.0028701564536664755
SVREC_2025,2512,3,2,2376.891876,0.954484971,4.3186070905000005,0.003199104573126802
SVREC_2025,2512,3,25,1124.968624,0.946906042,4.5030937585,0.004767782686357277
SVREC_2025,2512,3,28,2137.027511,0.948124385,4.386879999,0.002743328131031635
SVREC_2025,2512,3,17,3073.247311,0.968338741,4.655587465,0.002602014127250277
SVREC_2025,2512,3,20,2745.737253,0.941237583,4.4047601255,0.0036168822003859744
SVREC_2025,2512,3,16,2696.617486,0.941345873,4.4937750565,0.004094062453529522
SVREC_2025,2512,3,31,2413.287666,0.944919347,4.436736048,0.002866292859533112
SVREC_2025,2512,3,19,1910.834646,0.939636947,4.3245010265,0.0040881733959967255
SVREC_2025,2512,3,32,2034.499016,0.957387865,4.2086504125,0.0033344407896120595
SVREC_2025,2512,3,29,3148.560928,0.946083882,4.3911866755,0.003964202178006295
SVREC_2025,2512,3,4,2069.816785,0.957368085,4.3046270745,0.0031065408895708407
SVREC_2025,2512,3,21,2434.709286,0.956452789,4.568116985,0.0030977956252287438
SVREC_2025,2512,3,23,2032.001152,0.953305265,4.372463313,0.004306795145551089
SVREC_2025,2512,3,9,2281.012579,0.885486722,3.9002342235,0.007186898872326306
SVREC_2025,2512,3,7,1650.238813,0.965457528,4.539368496,0.0020152444695406124
